state,city,drug_name,specialty_description,drug_claim_count,drug_supply_count,drug_cost,latitude,longitude,name
CT,DEEP RIVER,AMOXICILLIN,Dentist,43,283,186.86,41.603221000000005,-73.087749,Connecticut
CT,KILLINGWORTH,AMOXICILLIN,Dentist,27,183,118.79,41.603221000000005,-73.087749,Connecticut
CT,BRIDGEORT,OXYCODONE-ACETAMINOPHEN,Emergency Medicine,16,78,118.28,41.603221000000005,-73.087749,Connecticut
CT,TRUMBUL,AMOXICILLIN,Dentist,28,149,110.72,41.603221000000005,-73.087749,Connecticut
CT,JEWETT CITY,AMOXICILLIN,Dentist,29,77,70.63,41.603221000000005,-73.087749,Connecticut
CT,GROSVENORDALE,AMOXICILLIN,Dentist,19,99,50.14,41.603221000000005,-73.087749,Connecticut
CT,BPT,BENAZEPRIL HCL,Dentist,11,165,22,41.603221000000005,-73.087749,Connecticut
CT,WILLMANTIC,AMOXICILLIN,Dentist,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,WILLINGTON,AMOXICILLIN,Dentist,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,WILLIAMANTIC,CEPHALEXIN,Emergency Medicine,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,MANCHETER,OXYCODONE HCL,Physician Assistant,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,WEST SIMSBURY,AMOXICILLIN,Dentist,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,WESTHAVEN,AMOXICILLIN,Dentist,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,NORTH GRANBY,ZOSTAVAX,Obstetrics/Gynecology,0,0,0,41.603221000000005,-73.087749,Connecticut
CT,NORWAK,ATENOLOL,Physician Assistant,0,0,0,41.603221000000005,-73.087749,Connecticut
DC,WASHINGTON,CRESTOR,Internal Medicine,4991,253383,1520553.76,38.905985,-77.03341800000001,District of Columbia
DC,WASH,VICTOZA 3-PAK,Cardiology,37,1890,32349.03,38.905985,-77.03341800000001,District of Columbia
DC,WASHINGTON DC,TRADJENTA,Endocrinology,21,1110,10486.94,38.905985,-77.03341800000001,District of Columbia
DC,WASHINGTON D.C.,CRESTOR,Gastroenterology,31,1230,7588.82,38.905985,-77.03341800000001,District of Columbia
DC,NW WASHINGTON,REMERON,Psychiatry,12,360,4445.84,38.905985,-77.03341800000001,District of Columbia
DC,WASHINTON,LANTUS SOLOSTAR,Family Practice,11,330,3608.97,38.905985,-77.03341800000001,District of Columbia
DC,WASHNINGTON,DOXYCYCLINE HYCLATE,Dentist,13,515,780.78,38.905985,-77.03341800000001,District of Columbia
DC,"WASHINGTON, D.C.",IBUPROFEN,Student in an Organized Health Care Education/Training Program,0,0,0,38.905985,-77.03341800000001,District of Columbia
DE,NEW CASTLE,ZOSTAVAX,Emergency Medicine,6684,13493,1291683.29,38.910832,-75.52767,Delaware
DE,DOVER,CRESTOR,Cardiology,1317,107100,624256.73,38.910832,-75.52767,Delaware
DE,LEWES,CRESTOR,Family Practice,1037,77800,448900.71,38.910832,-75.52767,Delaware
DE,REHOBOTH BEACH,REVLIMID,Hematology/Oncology,41,987,333017.65,38.910832,-75.52767,Delaware
DE,SEAFORD,REVLIMID,Internal Medicine,31,785,241053.5,38.910832,-75.52767,Delaware
DE,HOCKESSIN,CRESTOR,Family Practice,279,21607,127664.97,38.910832,-75.52767,Delaware
DE,MILLSBORO,OXYCONTIN,Nurse Practitioner,131,3930,81052,38.910832,-75.52767,Delaware
DE,BEAR,NEXIUM,Family Practice,125,8565,68223.4,38.910832,-75.52767,Delaware
DE,HARRINGTON,CRESTOR,Internal Medicine,164,11520,62012.33,38.910832,-75.52767,Delaware
DE,BETHANY BEACH,CRESTOR,Family Practice,105,8760,51040.23,38.910832,-75.52767,Delaware
DE,SELBYVILLE,NAMENDA,Family Medicine,379,5360,49868.9,38.910832,-75.52767,Delaware
DE,DAGSBORO,NEXIUM,Family Practice,87,6270,49322.34,38.910832,-75.52767,Delaware
DE,NEWARD,NEXIUM,Gastroenterology,93,4410,43937.91,38.910832,-75.52767,Delaware
DE,OCEAN VIEW,JANUVIA,Internal Medicine,70,4437,40805.89,38.910832,-75.52767,Delaware
DE,FENWICK ISLAND,LANTUS,Family Practice,95,2227,20752.82,38.910832,-75.52767,Delaware
DE,DELAWARE CITY,CRESTOR,General Practice,30,2640,15555.28,38.910832,-75.52767,Delaware
DE,REHOBETH BEACH,ZETIA,Cardiology,31,2190,12854.32,38.910832,-75.52767,Delaware
DE,CLAYMONT,SPIRIVA,Family Practice,33,1350,12748.68,38.910832,-75.52767,Delaware
DE,BLADES,GABAPENTIN,Family Practice,59,2898,3736.88,38.910832,-75.52767,Delaware
DE,DOVER AFB,LISINOPRIL,Family Practice,69,2055,1187.92,38.910832,-75.52767,Delaware
DE,WIMINGTON,METHYLPREDNISOLONE,Family Practice,29,175,507.21,38.910832,-75.52767,Delaware
DE,MONTCHANIN,AMOXICILLIN,Dentist,78,405,292.79,38.910832,-75.52767,Delaware
FL,MIAMI,SOVALDI,Internal Medicine,276,7728,7779039.97,27.664827000000002,-81.515754,Florida
FL,TAMPA,REVLIMID,Hematology/Oncology,490,12915,4553389.31,27.664827000000002,-81.515754,Florida
FL,CORAL GABLES,ABILIFY,Psychiatry,3789,116137,3487027.59,27.664827000000002,-81.515754,Florida
FL,FORT MYERS,REVLIMID,Hematology/Oncology,318,8593,2857297.45,27.664827000000002,-81.515754,Florida
FL,CORAL SPRINGS,SOVALDI,Gastroenterology,96,2688,2708072.23,27.664827000000002,-81.515754,Florida
FL,ORLANDO,REVLIMID,Hematology/Oncology,300,7874,2707632.73,27.664827000000002,-81.515754,Florida
FL,JACKSONVILLE,REVLIMID,Hematology/Oncology,263,6791,2496632.59,27.664827000000002,-81.515754,Florida
FL,LAKE WORTH,REVLIMID,Hematology/Oncology,282,7182,2364713.99,27.664827000000002,-81.515754,Florida
FL,HIALEAH,CRESTOR,Internal Medicine,10763,368116,2248265.23,27.664827000000002,-81.515754,Florida
FL,GAINESVILLE,SOVALDI,Gastroenterology,67,1876,1904813.51,27.664827000000002,-81.515754,Florida
FL,MIAMI BEACH,REVLIMID,Hematology/Oncology,194,5390,1878513.25,27.664827000000002,-81.515754,Florida
FL,SEBRING,REVLIMID,Medical Oncology,192,5264,1871474.21,27.664827000000002,-81.515754,Florida
FL,SARASOTA,REVLIMID,Medical Oncology,192,5313,1819007.9,27.664827000000002,-81.515754,Florida
FL,BOCA RATON,CRESTOR,Internal Medicine,5082,282013,1663750.32,27.664827000000002,-81.515754,Florida
FL,WELLINGTON,SOVALDI,Gastroenterology,58,1624,1643931.74,27.664827000000002,-81.515754,Florida
FL,PEMBROKE PINES,REVLIMID,Hematology/Oncology,156,4277,1542966.25,27.664827000000002,-81.515754,Florida
FL,PENSACOLA,REVLIMID,Hematology/Oncology,158,4179,1466150.98,27.664827000000002,-81.515754,Florida
FL,WESTON,LETAIRIS,Pulmonary Disease,205,6150,1455025.38,27.664827000000002,-81.515754,Florida
FL,TITUSVILLE,REVLIMID,Hematology/Oncology,133,3591,1389166.91,27.664827000000002,-81.515754,Florida
FL,NAPLES,CRESTOR,Internal Medicine,3374,213757,1236612.02,27.664827000000002,-81.515754,Florida
FL,PLANTATION,REVLIMID,Hematology/Oncology,128,3584,1209402.01,27.664827000000002,-81.515754,Florida
FL,ATLANTIS,REVLIMID,Hematology/Oncology,135,3714,1206964.52,27.664827000000002,-81.515754,Florida
FL,OCALA,SOVALDI,Gastroenterology,42,1176,1189564.62,27.664827000000002,-81.515754,Florida
FL,TALLAHASSEE,REVLIMID,Hematology/Oncology,126,3474,1175111.48,27.664827000000002,-81.515754,Florida
FL,POMPANO BEACH,COPAXONE,Neurology,208,6710,1161356.47,27.664827000000002,-81.515754,Florida
FL,CLEARWATER,TRACLEER,Pulmonary Disease,147,4410,1123842.99,27.664827000000002,-81.515754,Florida
FL,FT MYERS,SOVALDI,Gastroenterology,39,1092,1104586.7,27.664827000000002,-81.515754,Florida
FL,DELRAY BEACH,REVLIMID,Hematology/Oncology,115,3025,1092032.98,27.664827000000002,-81.515754,Florida
FL,LAKELAND,REVLIMID,Hematology/Oncology,119,3220,1074117.8,27.664827000000002,-81.515754,Florida
FL,ST PETERSBURG,REVLIMID,Hematology/Oncology,113,3026,1015954.85,27.664827000000002,-81.515754,Florida
FL,PORT ST LUCIE,GLEEVEC,Hematology/Oncology,75,3510,986237.31,27.664827000000002,-81.515754,Florida
FL,ZEPHYRHILLS,HUMIRA,Rheumatology,236,7626,981613.45,27.664827000000002,-81.515754,Florida
FL,WEST PALM BEACH,CRESTOR,Internal Medicine,3520,165356,981027.29,27.664827000000002,-81.515754,Florida
FL,PINELLAS PARK,SOVALDI,Gastroenterology,33,924,937562.94,27.664827000000002,-81.515754,Florida
FL,KISSIMMEE,REVLIMID,Hematology/Oncology,95,2625,935822.2,27.664827000000002,-81.515754,Florida
FL,TAMARAC,REVLIMID,Hematology/Oncology,89,2436,897550.9,27.664827000000002,-81.515754,Florida
FL,WINTER HAVEN,ENBREL,Rheumatology,273,9332,889212.68,27.664827000000002,-81.515754,Florida
FL,MELBOURNE,REVLIMID,Hematology/Oncology,105,2562,888975.14,27.664827000000002,-81.515754,Florida
FL,FT LAUDERDALE,GLEEVEC,Hematology/Oncology,109,3390,885293.83,27.664827000000002,-81.515754,Florida
FL,HOLLYWOOD,REVLIMID,Medical Oncology,81,2177,838999.15,27.664827000000002,-81.515754,Florida
FL,PORT CHARLOTTE,ZYTIGA,Hematology/Oncology,119,3570,838062.24,27.664827000000002,-81.515754,Florida
FL,DORAL,ABILIFY,Psychiatry,918,27990,827880.44,27.664827000000002,-81.515754,Florida
FL,COOPER CITY,SOVALDI,Gastroenterology,28,784,796195.96,27.664827000000002,-81.515754,Florida
FL,LEESBURG,ZYTIGA,Hematology/Oncology,111,3320,792336.96,27.664827000000002,-81.515754,Florida
FL,VENICE,REVLIMID,Hematology/Oncology,85,2331,783601.19,27.664827000000002,-81.515754,Florida
FL,BONITA SPRINGS,GLEEVEC,Hematology/Oncology,81,2668,777302.41,27.664827000000002,-81.515754,Florida
FL,MAITLAND,SOVALDI,Gastroenterology,27,756,756857.85,27.664827000000002,-81.515754,Florida
FL,FORT LAUDERDALE,TRUVADA,Internal Medicine,604,18670,751028.9,27.664827000000002,-81.515754,Florida
FL,LECANTO,REVLIMID,Hematology/Oncology,77,2149,723766.58,27.664827000000002,-81.515754,Florida
FL,BOYNTON BEACH,CRESTOR,Internal Medicine,2048,124741,721530.35,27.664827000000002,-81.515754,Florida
FL,STUART,SOVALDI,Gastroenterology,23,700,715049.98,27.664827000000002,-81.515754,Florida
FL,BRADENTON,SOVALDI,Nurse Practitioner,25,700,706078.34,27.664827000000002,-81.515754,Florida
FL,VERO BEACH,REVLIMID,Hematology/Oncology,72,1925,703197.07,27.664827000000002,-81.515754,Florida
FL,LARGO,GLEEVEC,Hematology/Oncology,84,2616,691658.05,27.664827000000002,-81.515754,Florida
FL,ORANGE CITY,REVLIMID,Medical Oncology,77,2107,687634.97,27.664827000000002,-81.515754,Florida
FL,ALTAMONTE SPRINGS,ENBREL,Rheumatology,193,6683,621249.33,27.664827000000002,-81.515754,Florida
FL,DAYTONA BEACH,REVLIMID,Medical Oncology,55,1519,617034.53,27.664827000000002,-81.515754,Florida
FL,SOUTH MIAMI,REVLIMID,Hematology/Oncology,67,1866,596679.61,27.664827000000002,-81.515754,Florida
FL,BRANDON,SPIRIVA,Pulmonary Disease,1551,62010,590585.05,27.664827000000002,-81.515754,Florida
FL,INVERNESS,XTANDI,Medical Oncology,70,2100,562273.96,27.664827000000002,-81.515754,Florida
FL,THE VILLAGES,CRESTOR,Internal Medicine,1394,97554,552912.4,27.664827000000002,-81.515754,Florida
FL,CAPE CORAL,CRESTOR,Internal Medicine,1571,92896,547049.25,27.664827000000002,-81.515754,Florida
FL,TAVARES,ENBREL,Rheumatology,137,5618,538610.7,27.664827000000002,-81.515754,Florida
FL,JUPITER,CRESTOR,Internal Medicine,1599,91525,537546.44,27.664827000000002,-81.515754,Florida
FL,CRYSTAL RIVER,REVLIMID,Hematology/Oncology,54,1414,536196.69,27.664827000000002,-81.515754,Florida
FL,MIAMI LAKES,EXELON,Neurology,1419,46200,534800.9,27.664827000000002,-81.515754,Florida
FL,LADY LAKE,REVLIMID,Hematology/Oncology,51,1428,526757.42,27.664827000000002,-81.515754,Florida
FL,AVENTURA,REVLIMID,Hematology/Oncology,48,1344,512998.21,27.664827000000002,-81.515754,Florida
FL,DAVENPORT,SOVALDI,Gastroenterology,18,504,511824.05,27.664827000000002,-81.515754,Florida
FL,SOUTH PASADENA,XYREM,Pulmonary Disease,59,1760,481382,27.664827000000002,-81.515754,Florida
FL,PANAMA CITY,RENVELA,Nephrology,450,14403,474107.44,27.664827000000002,-81.515754,Florida
FL,SAFETY HARBOR,TRACLEER,Pulmonary Disease,62,1860,473366.05,27.664827000000002,-81.515754,Florida
FL,ORMOND BEACH,REVLIMID,Hematology/Oncology,55,1463,470629.05,27.664827000000002,-81.515754,Florida
FL,FLEMING ISLAND,REVLIMID,Hematology/Oncology,51,1428,456370.72,27.664827000000002,-81.515754,Florida
FL,LOXAHATCHEE,HUMIRA,Rheumatology,129,4001,440473.72,27.664827000000002,-81.515754,Florida
FL,ORANGE PARK,SOVALDI,Gastroenterology,15,420,430197.8,27.664827000000002,-81.515754,Florida
FL,ST. PETERSBURG,ENBREL,Rheumatology,126,4272,428385.68,27.664827000000002,-81.515754,Florida
FL,TARPON SPRINGS,NEVANAC,Ophthalmology,2326,56004,428349.89,27.664827000000002,-81.515754,Florida
FL,DELAND,ZYTIGA,Urology,52,1800,427068.64,27.664827000000002,-81.515754,Florida
FL,OCOEE,LUMIGAN,Ophthalmology,2651,96891,415963.65,27.664827000000002,-81.515754,Florida
FL,SUNRISE,ZYTIGA,Hematology/Oncology,57,1708,410668.93,27.664827000000002,-81.515754,Florida
FL,TRINITY,ZYTIGA,Hematology/Oncology,56,1680,401484.28,27.664827000000002,-81.515754,Florida
FL,NORTH MIAMI BEACH,SOVALDI,Gastroenterology,14,392,399002.64,27.664827000000002,-81.515754,Florida
FL,N MIAMI BEACH,ABILIFY,Family Practice,388,11850,397448.45,27.664827000000002,-81.515754,Florida
FL,HUDSON,LANTUS SOLOSTAR,Endocrinology,678,40127,392141.42,27.664827000000002,-81.515754,Florida
FL,NORTH MIAMI BCH,ABILIFY,Cardiology,369,11070,391299.69,27.664827000000002,-81.515754,Florida
FL,PALM BEACH GARDENS,CRESTOR,Internal Medicine,1224,65088,383203.81,27.664827000000002,-81.515754,Florida
FL,BROOKSVILLE,ENBREL,Rheumatology,87,4082,375647.08,27.664827000000002,-81.515754,Florida
FL,OLDSMAR,GAMUNEX-C,Neurology,47,1686,374606.8,27.664827000000002,-81.515754,Florida
FL,SPRING HILL,GLEEVEC,Hematology/Oncology,54,1594,348301.11,27.664827000000002,-81.515754,Florida
FL,FERNANDINA BEACH,SOVALDI,Physician Assistant,12,336,343942.8,27.664827000000002,-81.515754,Florida
FL,CASSELBERRY,NAMENDA,Family Practice,1796,33640,342375.64,27.664827000000002,-81.515754,Florida
FL,OAKLAND PARK,SOVALDI,Gastroenterology,12,336,340159.35,27.664827000000002,-81.515754,Florida
FL,HOMESTEAD,CRESTOR,Internal Medicine,1474,53942,336610.34,27.664827000000002,-81.515754,Florida
FL,PORT ST. LUCIE,GLEEVEC,Medical Oncology,31,930,336291.26,27.664827000000002,-81.515754,Florida
FL,GULFPORT,GLEEVEC,Hematology/Oncology,47,1410,329859.56,27.664827000000002,-81.515754,Florida
FL,SAINT PETERSBURG,SOVALDI,Nurse Practitioner,11,308,316474.1,27.664827000000002,-81.515754,Florida
FL,CELEBRATION,OPSUMIT,Pulmonary Disease,44,1320,310703.45,27.664827000000002,-81.515754,Florida
FL,ST AUGUSTINE,REVLIMID,Hematology/Oncology,30,749,303281.81,27.664827000000002,-81.515754,Florida
FL,PLANT CITY,CRESTOR,Internal Medicine,1032,49626,286622.29,27.664827000000002,-81.515754,Florida
FL,DUNNELLON,CRESTOR,Internal Medicine,796,48686,285618.34,27.664827000000002,-81.515754,Florida
FL,PONTE VEDRA,ENBREL,Rheumatology,88,3030,284013.68,27.664827000000002,-81.515754,Florida
FL,WINTER PARK,CRESTOR,Internal Medicine,940,48369,280336.86,27.664827000000002,-81.515754,Florida
FL,KEY WEST,REVLIMID,Hematology/Oncology,31,838,278787.73,27.664827000000002,-81.515754,Florida
FL,HOLIDAY,REVLIMID,Medical Oncology,27,756,273201.75,27.664827000000002,-81.515754,Florida
FL,FT. LAUDERDALE,REVLIMID,Hematology/Oncology,25,609,272505.58,27.664827000000002,-81.515754,Florida
FL,PALM HARBOR,NAMENDA,Internal Medicine,908,27661,269483.22,27.664827000000002,-81.515754,Florida
FL,CRESTVIEW,REVLIMID,Hematology/Oncology,27,612,268028.39,27.664827000000002,-81.515754,Florida
FL,SUN CITY CENTER,REVLIMID,Hematology/Oncology,34,918,267425.08,27.664827000000002,-81.515754,Florida
FL,NARANJA,WELCHOL,Family Practice,695,20760,267037.54,27.664827000000002,-81.515754,Florida
FL,MARGATE,REVLIMID,Hematology/Oncology,28,784,264298.41,27.664827000000002,-81.515754,Florida
FL,NEW PORT RICHEY,CRESTOR,Family Practice,769,43759,257094.17,27.664827000000002,-81.515754,Florida
FL,MOUNT DORA,HUMIRA,Gastroenterology,85,2436,248070.34,27.664827000000002,-81.515754,Florida
FL,PALMETTO BAY,LETAIRIS,Pulmonary Disease,34,1020,244242.36,27.664827000000002,-81.515754,Florida
FL,DUNEDIN,NAMENDA,Family Practice,1228,23482,242119.91,27.664827000000002,-81.515754,Florida
FL,FORT WALTON BEACH,GAMUNEX-C,Neurology,18,378,232925.34,27.664827000000002,-81.515754,Florida
FL,PALM COAST,CRESTOR,Family Practice,654,39923,232716.23,27.664827000000002,-81.515754,Florida
FL,MARIANNA,SPRYCEL,Internal Medicine,25,720,230575.9,27.664827000000002,-81.515754,Florida
FL,MERRITT ISLAND,ENBREL,Rheumatology,82,2516,226158.9,27.664827000000002,-81.515754,Florida
FL,TEMPLE TERRACE,REVLIMID,Hematology/Oncology,23,644,221328.49,27.664827000000002,-81.515754,Florida
FL,PORT SAINT LUCIE,LETAIRIS,Pulmonary Disease,31,930,218300.31,27.664827000000002,-81.515754,Florida
FL,BARTOW,ATRIPLA,Nurse Practitioner,106,3194,217764.85,27.664827000000002,-81.515754,Florida
FL,PORT ORANGE,CRESTOR,Family Practice,684,38931,216653.76,27.664827000000002,-81.515754,Florida
FL,CLERMONT,ZYTIGA,Medical Oncology,30,900,216628.57,27.664827000000002,-81.515754,Florida
FL,FORT PIERCE,HUMIRA,Rheumatology,65,2063,212753.62,27.664827000000002,-81.515754,Florida
FL,SEBASTIAN,CRESTOR,Internal Medicine,604,36110,210043.97,27.664827000000002,-81.515754,Florida
FL,BUSHNELL,EXELON,Geriatric Medicine,594,16933,206115.08,27.664827000000002,-81.515754,Florida
FL,SEMINOLE,NAMENDA XR,Internal Medicine,1224,19402,206052.22,27.664827000000002,-81.515754,Florida
FL,LEHIGH ACRES,CRESTOR,Internal Medicine,655,33180,199725.47,27.664827000000002,-81.515754,Florida
FL,COCONUT CREEK,CRESTOR,Internal Medicine,719,32644,198334.57,27.664827000000002,-81.515754,Florida
FL,NEW SMYRNA BEACH,ENBREL,Rheumatology,67,2112,197755.6,27.664827000000002,-81.515754,Florida
FL,PALM BAY,REVLIMID,Medical Oncology,20,455,197618.51,27.664827000000002,-81.515754,Florida
FL,LYNN HAVEN,GLEEVEC,Hematology/Oncology,23,790,197331.13,27.664827000000002,-81.515754,Florida
FL,PUNTA GORDA,CRESTOR,Family Practice,513,33076,196409.48,27.664827000000002,-81.515754,Florida
FL,BELLE GLADE,ISENTRESS,Internal Medicine,168,5028,191142.17,27.664827000000002,-81.515754,Florida
FL,NORTH PALM BEACH,HIZENTRA,Allergy/Immunology,81,2172,188579.83,27.664827000000002,-81.515754,Florida
FL,DEERFIELD BEACH,NAMENDA,Internal Medicine,780,20113,188223.72,27.664827000000002,-81.515754,Florida
FL,ROCKLEDGE,JAKAFI,Hematology/Oncology,23,690,185673.93,27.664827000000002,-81.515754,Florida
FL,CUTLER BAY,ABILIFY,Physician Assistant,186,5670,185453.86,27.664827000000002,-81.515754,Florida
FL,RIVERVIEW,ZYTIGA,Urology,25,750,180697.98,27.664827000000002,-81.515754,Florida
FL,GREENACRES,REVLIMID,Hematology,21,490,176376.48,27.664827000000002,-81.515754,Florida
FL,APOPKA,LANTUS,Family Practice,450,17136,176099.34,27.664827000000002,-81.515754,Florida
FL,LAKE MARY,CRESTOR,Internal Medicine,563,29937,176007.78,27.664827000000002,-81.515754,Florida
FL,MEDLEY,TRADJENTA,Nurse Practitioner,263,20370,174356.8,27.664827000000002,-81.515754,Florida
FL,LAUDERDALE LAKES,NAMENDA,Internal Medicine,642,17399,168358.18,27.664827000000002,-81.515754,Florida
FL,CHIPLEY,NAMENDA XR,Family Practice,1118,15485,167841.69,27.664827000000002,-81.515754,Florida
FL,NORTH MIAMI,ABILIFY,Psychiatry,184,5637,166401.65,27.664827000000002,-81.515754,Florida
FL,PORT RICHEY,HUMIRA,Rheumatology,56,1633,163284.85,27.664827000000002,-81.515754,Florida
FL,DESTIN,LETAIRIS,Cardiology,23,690,159731.63,27.664827000000002,-81.515754,Florida
FL,JACKSONVILLE BEACH,ZYTIGA,Hematology/Oncology,21,630,152380.5,27.664827000000002,-81.515754,Florida
FL,OKEECHOBEE,LANTUS SOLOSTAR,Internal Medicine,364,12268,150827.2,27.664827000000002,-81.515754,Florida
FL,PACE,LANTUS SOLOSTAR,Family Practice,334,13820,150743.47,27.664827000000002,-81.515754,Florida
FL,BELLEVIEW,CRESTOR,Family Practice,408,26710,150273.98,27.664827000000002,-81.515754,Florida
FL,SUNNY ISLES BEACH,NEXIUM,General Practice,396,18060,150097.05,27.664827000000002,-81.515754,Florida
FL,ROYAL PALM BEACH,FORTEO,Orthopedic Surgery,83,2664,145868.38,27.664827000000002,-81.515754,Florida
FL,LAKE CLARKE SHORES,CRESTOR,Family Practice,597,23324,144564.83,27.664827000000002,-81.515754,Florida
FL,LAKE WALES,CRESTOR,Internal Medicine,396,24371,143420.28,27.664827000000002,-81.515754,Florida
FL,OVIEDO,CRESTOR,Family Practice,412,23738,139672.01,27.664827000000002,-81.515754,Florida
FL,DELTONA,LANTUS SOLOSTAR,Internal Medicine,277,13027,137329.3,27.664827000000002,-81.515754,Florida
FL,PALATKA,CRESTOR,Internal Medicine,472,23169,136731.51,27.664827000000002,-81.515754,Florida
FL,MIRAMAR BEACH,HUMALOG,Endocrinology,189,8283,136542.65,27.664827000000002,-81.515754,Florida
FL,LAKEWOOD RANCH,ABILIFY,Internal Medicine,235,4585,130583.48,27.664827000000002,-81.515754,Florida
FL,FT. MYERS,ENBREL,Dermatology,28,952,130474.37,27.664827000000002,-81.515754,Florida
FL,OPA LOCKA,ABILIFY,Pain Management,115,3450,129062.91,27.664827000000002,-81.515754,Florida
FL,SUMMERFIELD,CRESTOR,Internal Medicine,325,21527,126037.17,27.664827000000002,-81.515754,Florida
FL,LONGWOOD,REVLIMID,Hematology/Oncology,19,371,124512.07,27.664827000000002,-81.515754,Florida
FL,COCOA BEACH,COPAXONE,Neurology,26,738,123910.44,27.664827000000002,-81.515754,Florida
FL,EUSTIS,CRESTOR,Family Practice,391,20645,123360.88,27.664827000000002,-81.515754,Florida
FL,MACCLENNY,PROLASTIN C,Critical Care (Intensivists),13,364,121099.48,27.664827000000002,-81.515754,Florida
FL,MIAMI GARDENS,ADVAIR DISKUS,Internal Medicine,329,11625,121013.43,27.664827000000002,-81.515754,Florida
FL,NAVARRE,HUMIRA,Rheumatology,24,728,120162.47,27.664827000000002,-81.515754,Florida
FL,WILTON MANORS,TRUVADA,Internal Medicine,84,2760,119677.13,27.664827000000002,-81.515754,Florida
FL,PONTE VEDRA BEACH,STELARA,Dermatology,13,980,118231.02,27.664827000000002,-81.515754,Florida
FL,MIRAMAR,CRESTOR,Internal Medicine,501,19016,116872.17,27.664827000000002,-81.515754,Florida
FL,RUSKIN,CRESTOR,Internal Medicine,450,28142,116468.73,27.664827000000002,-81.515754,Florida
FL,MIDDLEBURG,RANEXA,Internal Medicine,321,11746,112002.34,27.664827000000002,-81.515754,Florida
FL,JAY,JANUVIA,Family Practice,317,10830,110149.15,27.664827000000002,-81.515754,Florida
FL,NORTH BAY VILLAGE,LUMIGAN,Ophthalmology,832,22607,109196.48,27.664827000000002,-81.515754,Florida
FL,LIGHTHOUSE POINT,TECFIDERA,Neurology,17,667,107124.75,27.664827000000002,-81.515754,Florida
FL,HALLANDALE BEACH,NAMENDA,Internal Medicine,420,13020,106951.2,27.664827000000002,-81.515754,Florida
FL,STARKE,SABRIL,Neurology,12,360,105852.17,27.664827000000002,-81.515754,Florida
FL,PARRISH,PREZISTA,Family Practice,90,2676,105146.95,27.664827000000002,-81.515754,Florida
FL,PANAMA CITY BEACH,TERBUTALINE SULFATE,Internal Medicine,52,1560,104465.86,27.664827000000002,-81.515754,Florida
FL,ST.PETERSBURG,LANTUS SOLOSTAR,Endocrinology,203,8977,101512.6,27.664827000000002,-81.515754,Florida
FL,AVON PARK,EXELON,Emergency Medicine,330,8044,101179.6,27.664827000000002,-81.515754,Florida
FL,OSPREY,ENBREL,Dermatology,22,616,101051.37,27.664827000000002,-81.515754,Florida
FL,LUTZ,CRESTOR,Family Practice,385,17588,100881.26,27.664827000000002,-81.515754,Florida
FL,GULF BREEZE,LANTUS SOLOSTAR,Internal Medicine,419,11498,99778.3,27.664827000000002,-81.515754,Florida
FL,APALACHICOLA,RANEXA,Cardiology,313,10195,98907.56,27.664827000000002,-81.515754,Florida
FL,RIVIERA BEACH,TRUVADA,Physician Assistant,78,2338,98334.58,27.664827000000002,-81.515754,Florida
FL,WINTER GARDEN,LETAIRIS,Nurse Practitioner,14,420,96597.34,27.664827000000002,-81.515754,Florida
FL,SANTA ROSA BEACH,GLEEVEC,Medical Oncology,12,360,96110.76,27.664827000000002,-81.515754,Florida
FL,DADE CITY,CRESTOR,Family Practice,292,16710,94484.28,27.664827000000002,-81.515754,Florida
FL,SAINT AUGUSTINE,CRESTOR,Internal Medicine,335,16259,92771.53,27.664827000000002,-81.515754,Florida
FL,MIAMI SHORES,CRESTOR,Internal Medicine,386,14691,91179.39,27.664827000000002,-81.515754,Florida
FL,BLOUNTSTOWN,ABILIFY,Internal Medicine,209,3297,90978.98,27.664827000000002,-81.515754,Florida
FL,WEST MELBOURNE,CRESTOR,Internal Medicine,236,14133,83764.05,27.664827000000002,-81.515754,Florida
FL,ESTERO,RESTASIS,Ophthalmology,169,7875,83305.87,27.664827000000002,-81.515754,Florida
FL,LAND O LAKES,CRESTOR,Family Practice,250,14652,83267.99,27.664827000000002,-81.515754,Florida
FL,PALM CITY,CRESTOR,Internal Medicine,236,14494,83151.12,27.664827000000002,-81.515754,Florida
FL,PALMETTO,NAMENDA,Family Practice,269,8413,81775.17,27.664827000000002,-81.515754,Florida
FL,SOUTH DAYTONA,OXYCONTIN,Neurology,158,4754,81660.3,27.664827000000002,-81.515754,Florida
FL,SORRENTO,NAMENDA XR,Family Practice,548,7550,81548.43,27.664827000000002,-81.515754,Florida
FL,NICEVILLE,NEXIUM,Internal Medicine,196,8566,80962.56,27.664827000000002,-81.515754,Florida
FL,BAY HARBOR ISLANDS,EXELON,Neurology,213,6990,80499.26,27.664827000000002,-81.515754,Florida
FL,NORTH PORT,ZETIA,Family Practice,208,13424,80142.47,27.664827000000002,-81.515754,Florida
FL,FT WALTON BEACH,SPRYCEL,Hematology/Oncology,14,420,80069.61,27.664827000000002,-81.515754,Florida
