provider_state,city,apc,apc_count,apc_total_payments,avg_pay_apc
FL, Sarasota,0020 - Level II Excision/ Biopsy,13,7191.888535099999,553.2221950076922
FL, Sarasota,0073 - Level III Endoscopy Upper Airway,4,1891.0458383,472.761459575
FL, Sarasota,0074 - Level IV Endoscopy Upper Airway,6,8330.080477,1388.3467461666667
FL, Sarasota,0078 - Level III Pulmonary Treatment,13,1256.1282888,96.62525298461539
FL, Sarasota,0096 - Level II Noninvasive Physiologic Studies,10,1076.0630389,107.60630389
FL, Sarasota,0203 - Level IV Nerve Injections,4,3878.2722091,969.568052275
FL, Sarasota,0204 - Level I Nerve Injections,9,1556.2046154,172.91162393333332
FL, Sarasota,0206 - Level II Nerve Injections,5,1338.7676798,267.75353596
FL, Sarasota,0207 - Level III Nerve Injections,12,6293.3232288,524.4436024
FL, Sarasota,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",13,9355.8413892,719.6801068615385
FL, Sarasota,0265 - Level I Diagnostic and Screening Ultrasound,20,1315.3446142700002,65.76723071350001
FL, Sarasota,0267 - Level III Diagnostic and Screening Ultrasound,20,3062.6745135999995,153.13372567999997
FL, Sarasota,0269 - Level II Echocardiogram Without Contrast,20,7582.125928800001,379.10629644000005
FL, Sarasota,0270 - Level III Echocardiogram Without Contrast,11,5911.124362799999,537.3749420727272
FL, Sarasota,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,16,5173.393345699999,323.33708410624996
FL, Sarasota,0368 - Level II Pulmonary Tests,14,865.3308807,61.80934862142857
FL, Sarasota,0377 - Level II Cardiac Imaging,15,11161.111068,744.0740712
FL, Sarasota,0604 - Level 1 Hospital Clinic Visits,15,771.1904177099999,51.412694513999995
FL, Sarasota,0605 - Level 2 Hospital Clinic Visits,13,902.70586841,69.43891295461539
FL, Sarasota,0606 - Level 3 Hospital Clinic Visits,12,1101.5126028000002,91.79271690000002
FL, Sarasota,0607 - Level 4 Hospital Clinic Visits,8,966.6069099,120.8258637375
FL, Sarasota,0608 - Level 5 Hospital Clinic Visits,3,493.7038051,164.56793503333333
FL, Sarasota,0634 - Hospital Clinic Visits,5,431.46406164999996,86.29281232999999
FL, Sarasota,0690 - Level I Electronic Analysis of Devices,2,67.19977376,33.59988688
FL, Sarasota,0692 - Level II Electronic Analysis of Devices,1,102.00090909999999,102.00090909999999
FL, Sarasota,0698 - Level II Eye Tests & Treatments,1,63.72,63.72
FL, St. Petersburg,0013 - Level II Debridement & Destruction,14,824.0305023899999,58.85932159928571
FL, St. Petersburg,0015 - Level III Debridement & Destruction,20,1997.9959347400002,99.899796737
FL, St. Petersburg,0020 - Level II Excision/ Biopsy,7,3712.1837748999997,530.3119678428571
FL, St. Petersburg,0073 - Level III Endoscopy Upper Airway,5,1458.6612778999997,291.73225557999996
FL, St. Petersburg,0078 - Level III Pulmonary Treatment,9,835.1089080200001,92.78987866888889
FL, St. Petersburg,0096 - Level II Noninvasive Physiologic Studies,10,1060.79594302,106.079594302
FL, St. Petersburg,0204 - Level I Nerve Injections,5,854.3460318,170.86920636
FL, St. Petersburg,0206 - Level II Nerve Injections,5,1357.2796429,271.45592858
FL, St. Petersburg,0207 - Level III Nerve Injections,6,3181.30676,530.2177933333334
FL, St. Petersburg,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",13,9269.9305728,713.0715825230769
FL, St. Petersburg,0265 - Level I Diagnostic and Screening Ultrasound,18,1153.4477348399998,64.08042971333333
FL, St. Petersburg,0267 - Level III Diagnostic and Screening Ultrasound,24,3635.3258306,151.47190960833333
FL, St. Petersburg,0269 - Level II Echocardiogram Without Contrast,24,8983.6141136,374.31725473333336
FL, St. Petersburg,0270 - Level III Echocardiogram Without Contrast,10,5269.238550600001,526.92385506
FL, St. Petersburg,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,17,5554.235233799999,326.71971963529404
FL, St. Petersburg,0368 - Level II Pulmonary Tests,8,460.28817859000003,57.536022323750004
FL, St. Petersburg,0369 - Level III Pulmonary Tests,1,165.96,165.96
FL, St. Petersburg,0377 - Level II Cardiac Imaging,12,8917.963271999999,743.163606
FL, St. Petersburg,0604 - Level 1 Hospital Clinic Visits,14,708.80288808,50.62877772
FL, St. Petersburg,0605 - Level 2 Hospital Clinic Visits,16,1098.03985277,68.627490798125
FL, St. Petersburg,0606 - Level 3 Hospital Clinic Visits,15,1361.6794173000003,90.77862782000003
FL, St. Petersburg,0607 - Level 4 Hospital Clinic Visits,12,1444.7125886,120.39271571666666
FL, St. Petersburg,0608 - Level 5 Hospital Clinic Visits,4,629.1471078,157.28677695
FL, St. Petersburg,0634 - Hospital Clinic Visits,6,511.46659665,85.24443277499999
FL, Tallahassee,0012 - Level I Debridement & Destruction,2,45.70888563,22.854442815
FL, Tallahassee,0013 - Level II Debridement & Destruction,8,444.86845812999996,55.608557266249996
FL, Tallahassee,0015 - Level III Debridement & Destruction,8,800.1004088599999,100.01255110749999
FL, Tallahassee,0019 - Level I Excision/ Biopsy,1,170.565,170.565
FL, Tallahassee,0020 - Level II Excision/ Biopsy,8,4187.626658700001,523.4533323375001
FL, Tallahassee,0078 - Level III Pulmonary Treatment,8,782.05975801,97.75746975125
FL, Tallahassee,0096 - Level II Noninvasive Physiologic Studies,5,516.15326705,103.23065340999999
FL, Tallahassee,0204 - Level I Nerve Injections,5,860.0224631,172.00449262
FL, Tallahassee,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",6,4448.334093699999,741.3890156166666
FL, Tallahassee,0265 - Level I Diagnostic and Screening Ultrasound,12,774.74360189,64.56196682416667
FL, Tallahassee,0267 - Level III Diagnostic and Screening Ultrasound,12,1792.6794605999999,149.38995505
FL, Tallahassee,0269 - Level II Echocardiogram Without Contrast,12,4441.8829981,370.1569165083333
FL, Tallahassee,0270 - Level III Echocardiogram Without Contrast,5,2622.6905798999996,524.5381159799999
FL, Tallahassee,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10,3278.4595682,327.84595681999997
FL, Tallahassee,0368 - Level II Pulmonary Tests,3,168.08471272,56.028237573333335
FL, Tallahassee,0377 - Level II Cardiac Imaging,12,8890.885646800001,740.9071372333334
FL, Tallahassee,0604 - Level 1 Hospital Clinic Visits,6,298.32396995,49.720661658333334
FL, Tallahassee,0605 - Level 2 Hospital Clinic Visits,6,405.78860759,67.63143459833334
FL, Tallahassee,0606 - Level 3 Hospital Clinic Visits,6,536.22477559,89.37079593166668
FL, Tallahassee,0607 - Level 4 Hospital Clinic Visits,3,353.6073546,117.8691182
FL, Tallahassee,0608 - Level 5 Hospital Clinic Visits,2,317.4484615,158.72423075
FL, Tallahassee,0634 - Hospital Clinic Visits,2,164.99071666,82.49535833
FL, Tallahassee,0690 - Level I Electronic Analysis of Devices,1,31.71538462,31.71538462
FL, Tampa,0012 - Level I Debridement & Destruction,4,98.57425551,24.6435638775
FL, Tampa,0013 - Level II Debridement & Destruction,18,1171.61316465,65.08962025833334
FL, Tampa,0015 - Level III Debridement & Destruction,24,2510.9828098800003,104.62428374500001
FL, Tampa,0019 - Level I Excision/ Biopsy,2,654.0027273000001,327.00136365000003
FL, Tampa,0020 - Level II Excision/ Biopsy,16,8777.207485300001,548.5754678312501
FL, Tampa,0074 - Level IV Endoscopy Upper Airway,9,12335.040669,1370.5600743333334
FL, Tampa,0078 - Level III Pulmonary Treatment,21,2012.4066251499996,95.82888691190475
FL, Tampa,0096 - Level II Noninvasive Physiologic Studies,15,1587.22102516,105.81473501066667
FL, Tampa,0204 - Level I Nerve Injections,16,2759.105759,172.4441099375
FL, Tampa,0206 - Level II Nerve Injections,10,2631.2705227999995,263.12705227999993
FL, Tampa,0207 - Level III Nerve Injections,27,13829.828464700002,512.2158690629631
FL, Tampa,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",23,16299.9765131,708.6946310043478
FL, Tampa,0265 - Level I Diagnostic and Screening Ultrasound,36,2337.36392454,64.92677568166667
FL, Tampa,0267 - Level III Diagnostic and Screening Ultrasound,39,5878.0512657,150.71926322307692
FL, Tampa,0269 - Level II Echocardiogram Without Contrast,40,14937.2758212,373.43189553
FL, Tampa,0270 - Level III Echocardiogram Without Contrast,21,11247.3011796,535.5857704571429
FL, Tampa,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,35,11388.1332467,325.37523561999996
FL, Tampa,0368 - Level II Pulmonary Tests,16,973.5585577899999,60.84740986187499
FL, Tampa,0369 - Level III Pulmonary Tests,5,990.2362285000002,198.04724570000002
FL, Tampa,0377 - Level II Cardiac Imaging,37,28243.72475209999,763.3439122189187
FL, Tampa,0604 - Level 1 Hospital Clinic Visits,24,1215.3255602799998,50.63856501166666
FL, Tampa,0605 - Level 2 Hospital Clinic Visits,20,1378.43573511,68.9217867555
FL, Tampa,0606 - Level 3 Hospital Clinic Visits,20,1822.08123692,91.10406184600001
FL, Tampa,0607 - Level 4 Hospital Clinic Visits,20,2420.6438055999997,121.03219027999998
FL, Tampa,0608 - Level 5 Hospital Clinic Visits,10,1604.5285589999999,160.45285589999997
FL, Tampa,0631 - Level 1 Examinations & Related Services,1,69.57,69.57
FL, Tampa,0632 - Level 2 Examinations & Related Services,1,89.0516,89.0516
FL, Tampa,0633 - Level 3 Examinations & Related Services,1,302.97,302.97
FL, Tampa,0634 - Hospital Clinic Visits,6,512.59185357,85.431975595
FL, Tampa,0690 - Level I Electronic Analysis of Devices,3,97.92139515,32.640465049999996
FL, Tampa,0692 - Level II Electronic Analysis of Devices,7,736.5413732,105.22019617142857
FL, Tampa,0698 - Level II Eye Tests & Treatments,1,63.03,63.03
GA, Albany,0013 - Level II Debridement & Destruction,2,107.31979412,53.65989706
GA, Albany,0015 - Level III Debridement & Destruction,4,420.5300543999999,105.13251359999998
GA, Albany,0020 - Level II Excision/ Biopsy,4,2111.9974139,527.999353475
GA, Albany,0078 - Level III Pulmonary Treatment,3,269.95107142999996,89.98369047666665
GA, Albany,0096 - Level II Noninvasive Physiologic Studies,6,604.81321571,100.80220261833334
GA, Albany,0204 - Level I Nerve Injections,5,809.5301518000001,161.90603036000002
GA, Albany,0206 - Level II Nerve Injections,3,795.6272727,265.20909090000004
GA, Albany,0207 - Level III Nerve Injections,6,2972.1849896000003,495.36416493333337
GA, Albany,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",5,3493.8793514,698.7758702799999
GA, Albany,0265 - Level I Diagnostic and Screening Ultrasound,9,547.28276056,60.80919561777778
GA, Albany,0267 - Level III Diagnostic and Screening Ultrasound,10,1428.1760026,142.81760026
GA, Albany,0269 - Level II Echocardiogram Without Contrast,10,3563.8273775,356.38273775
GA, Albany,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,10,2976.0616105,297.60616104999997
GA, Albany,0368 - Level II Pulmonary Tests,2,109.65307691999999,54.826538459999995
GA, Albany,0369 - Level III Pulmonary Tests,3,544.6290411,181.5430137
GA, Albany,0377 - Level II Cardiac Imaging,10,6979.465891899999,697.9465891899999
GA, Albany,0604 - Level 1 Hospital Clinic Visits,7,337.22345022999997,48.17477860428571
GA, Albany,0605 - Level 2 Hospital Clinic Visits,8,519.0910141400001,64.88637676750001
GA, Albany,0606 - Level 3 Hospital Clinic Visits,4,349.86238920999995,87.46559730249999
GA, Albany,0607 - Level 4 Hospital Clinic Visits,4,456.0260532,114.0065133
GA, Albany,0608 - Level 5 Hospital Clinic Visits,2,305.39,152.695
GA, Albany,0634 - Hospital Clinic Visits,2,160.75124121,80.375620605
GA, Atlanta,0012 - Level I Debridement & Destruction,14,382.31123118,27.307945084285713
GA, Atlanta,0013 - Level II Debridement & Destruction,88,5489.50478579,62.38073620215909
GA, Atlanta,0015 - Level III Debridement & Destruction,89,9621.6367331,108.1082779
GA, Atlanta,0019 - Level I Excision/ Biopsy,6,1815.4681257999998,302.57802096666666
GA, Atlanta,0020 - Level II Excision/ Biopsy,72,40254.740103100004,559.0936125430557
GA, Atlanta,0073 - Level III Endoscopy Upper Airway,9,3483.1727413,387.0191934777778
GA, Atlanta,0074 - Level IV Endoscopy Upper Airway,19,28137.744382000004,1480.9339148421054
GA, Atlanta,0078 - Level III Pulmonary Treatment,131,12533.162812510007,95.67299856877868
GA, Atlanta,0096 - Level II Noninvasive Physiologic Studies,104,11125.398228190006,106.97498296336545
GA, Atlanta,0203 - Level IV Nerve Injections,16,18908.5103657,1181.78189785625
GA, Atlanta,0204 - Level I Nerve Injections,99,17142.9099147,173.16070620909093
GA, Atlanta,0206 - Level II Nerve Injections,54,14892.2003638,275.7814882185185
GA, Atlanta,0207 - Level III Nerve Injections,127,65655.14731480001,516.969663896063
GA, Atlanta,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",130,95466.90752449995,734.3608271115381
GA, Atlanta,0231 - Level III Eye Tests & Treatments,1,172.5493333,172.5493333
GA, Atlanta,0265 - Level I Diagnostic and Screening Ultrasound,193,12563.67184371,65.0967453041969
GA, Atlanta,0267 - Level III Diagnostic and Screening Ultrasound,197,30104.6649314,152.81555802741116
GA, Atlanta,0269 - Level II Echocardiogram Without Contrast,194,73307.80162450002,377.8752661056702
GA, Atlanta,0270 - Level III Echocardiogram Without Contrast,86,46683.391958500004,542.8301390523256
GA, Atlanta,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,183,59935.44432039999,327.5160891825136
GA, Atlanta,0368 - Level II Pulmonary Tests,104,6453.1668260900005,62.04968102009616
GA, Atlanta,0369 - Level III Pulmonary Tests,25,5009.3142126,200.37256850400001
GA, Atlanta,0377 - Level II Cardiac Imaging,181,137308.92684620008,758.6128555038679
GA, Atlanta,0604 - Level 1 Hospital Clinic Visits,114,5823.33030189,51.08184475342105
GA, Atlanta,0605 - Level 2 Hospital Clinic Visits,115,8051.61573141,70.01404983834783
GA, Atlanta,0606 - Level 3 Hospital Clinic Visits,96,8892.84275484,92.63377869624999
GA, Atlanta,0607 - Level 4 Hospital Clinic Visits,67,8215.527136400002,122.61980800597017
GA, Atlanta,0608 - Level 5 Hospital Clinic Visits,10,1625.9447245999997,162.59447245999996
GA, Atlanta,0632 - Level 2 Examinations & Related Services,2,175.37243807,87.686219035
GA, Atlanta,0633 - Level 3 Examinations & Related Services,2,631.8558333000001,315.92791665000004
GA, Atlanta,0634 - Hospital Clinic Visits,41,3551.3227742400004,86.61762864
GA, Atlanta,0690 - Level I Electronic Analysis of Devices,32,1067.9589104300003,33.37371595093751
GA, Atlanta,0692 - Level II Electronic Analysis of Devices,18,1894.8053169000002,105.26696205000002
GA, Atlanta,0698 - Level II Eye Tests & Treatments,4,281.19536967,70.2988424175
GA, Augusta,0012 - Level I Debridement & Destruction,3,41.09334603,13.69778201
GA, Augusta,0013 - Level II Debridement & Destruction,14,892.1696686600001,63.72640490428572
GA, Augusta,0015 - Level III Debridement & Destruction,15,1515.61661587,101.04110772466667
GA, Augusta,0017 - Level V Debridement & Destruction,1,1393.266111,1393.266111
GA, Augusta,0019 - Level I Excision/ Biopsy,8,2434.8063980000006,304.3507997500001
GA, Augusta,0020 - Level II Excision/ Biopsy,9,5009.485385499999,556.6094872777777
GA, Augusta,0073 - Level III Endoscopy Upper Airway,4,1972.4010379,493.100259475
GA, Augusta,0074 - Level IV Endoscopy Upper Airway,4,5652.340851,1413.08521275
GA, Augusta,0078 - Level III Pulmonary Treatment,16,1574.2240703000002,98.38900439375001
GA, Augusta,0096 - Level II Noninvasive Physiologic Studies,27,2882.06011214,106.7429671162963
GA, Augusta,0203 - Level IV Nerve Injections,2,1670.658125,835.3290625
GA, Augusta,0204 - Level I Nerve Injections,12,2061.8220094,171.81850078333332
GA, Augusta,0206 - Level II Nerve Injections,8,2213.0387418,276.629842725
GA, Augusta,0207 - Level III Nerve Injections,17,8253.506832599998,485.50040191764697
GA, Augusta,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",24,17737.524344200003,739.0635143416667
GA, Augusta,0231 - Level III Eye Tests & Treatments,1,167.76836730000002,167.76836730000002
GA, Augusta,0265 - Level I Diagnostic and Screening Ultrasound,34,2227.78868096,65.52319649882352
GA, Augusta,0267 - Level III Diagnostic and Screening Ultrasound,35,5349.606464400002,152.8458989828572
GA, Augusta,0269 - Level II Echocardiogram Without Contrast,35,13192.5964513,376.93132718
GA, Augusta,0270 - Level III Echocardiogram Without Contrast,7,3794.3483569000005,542.0497652714287
GA, Augusta,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,22,6866.088494499999,312.0949315681818
GA, Augusta,0368 - Level II Pulmonary Tests,11,690.94153422,62.81286674727273
GA, Augusta,0369 - Level III Pulmonary Tests,5,897.7042524999999,179.54085049999998
GA, Augusta,0377 - Level II Cardiac Imaging,23,17048.7227558,741.2488154695653
GA, Augusta,0604 - Level 1 Hospital Clinic Visits,15,772.0696758400001,51.47131172266667
GA, Augusta,0605 - Level 2 Hospital Clinic Visits,14,977.0118263400001,69.78655902428572
GA, Augusta,0606 - Level 3 Hospital Clinic Visits,15,1386.6474786099998,92.44316524066666
GA, Augusta,0607 - Level 4 Hospital Clinic Visits,12,1464.6821548000003,122.05684623333336
GA, Augusta,0608 - Level 5 Hospital Clinic Visits,4,671.5234556,167.8808639
GA, Augusta,0632 - Level 2 Examinations & Related Services,1,89.01263158,89.01263158
GA, Augusta,0634 - Hospital Clinic Visits,7,591.47257469,84.49608209857142
GA, Augusta,0690 - Level I Electronic Analysis of Devices,7,230.49724546,32.92817792285714
GA, Augusta,0692 - Level II Electronic Analysis of Devices,4,422.83399710000003,105.70849927500001
GA, Augusta,0698 - Level II Eye Tests & Treatments,4,276.0205356,69.0051339
GA, Chattanooga,0013 - Level II Debridement & Destruction,1,42.08230769,42.08230769
GA, Chattanooga,0015 - Level III Debridement & Destruction,4,378.22952236000003,94.55738059000001
GA, Chattanooga,0020 - Level II Excision/ Biopsy,1,488.12558820000004,488.12558820000004
GA, Chattanooga,0078 - Level III Pulmonary Treatment,3,265.04966573,88.34988857666667
GA, Chattanooga,0204 - Level I Nerve Injections,3,471.3844885,157.12816283333333
GA, Chattanooga,0206 - Level II Nerve Injections,1,195.75545449999998,195.75545449999998
GA, Chattanooga,0207 - Level III Nerve Injections,4,2006.0211522,501.50528805
GA, Chattanooga,0267 - Level III Diagnostic and Screening Ultrasound,4,591.4313222999999,147.85783057499998
GA, Chattanooga,0269 - Level II Echocardiogram Without Contrast,4,1447.3124069,361.828101725
GA, Chattanooga,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1223.0449282000002,305.76123205000005
GA, Chattanooga,0368 - Level II Pulmonary Tests,4,245.37983258,61.344958145
GA, Chattanooga,0377 - Level II Cardiac Imaging,4,2913.1488865,728.287221625
GA, Chattanooga,0604 - Level 1 Hospital Clinic Visits,3,144.40286124,48.13428708
GA, Chattanooga,0605 - Level 2 Hospital Clinic Visits,3,198.79250895,66.26416965
GA, Chattanooga,0606 - Level 3 Hospital Clinic Visits,3,259.74734657,86.58244885666666
GA, Chattanooga,0607 - Level 4 Hospital Clinic Visits,3,335.48770289999993,111.82923429999998
GA, Chattanooga,0608 - Level 5 Hospital Clinic Visits,1,158.08818180000003,158.08818180000003
GA, Chattanooga,0634 - Hospital Clinic Visits,1,82.39054377,82.39054377
GA, Chattanooga,0692 - Level II Electronic Analysis of Devices,1,98.19875,98.19875
GA, Columbus,0012 - Level I Debridement & Destruction,1,40.17548926,40.17548926
GA, Columbus,0013 - Level II Debridement & Destruction,8,472.74414029999997,59.093017537499996
GA, Columbus,0015 - Level III Debridement & Destruction,8,831.28109247,103.91013655875
GA, Columbus,0019 - Level I Excision/ Biopsy,3,842.2646887000001,280.75489623333334
GA, Columbus,0020 - Level II Excision/ Biopsy,9,4840.0344837,537.7816093
GA, Columbus,0073 - Level III Endoscopy Upper Airway,1,831.2264706,831.2264706
GA, Columbus,0074 - Level IV Endoscopy Upper Airway,4,5552.767699,1388.19192475
GA, Columbus,0078 - Level III Pulmonary Treatment,9,890.0861608399999,98.89846231555555
GA, Columbus,0096 - Level II Noninvasive Physiologic Studies,8,825.72762955,103.21595369375
GA, Columbus,0203 - Level IV Nerve Injections,1,1187.9422730000001,1187.9422730000001
GA, Columbus,0204 - Level I Nerve Injections,6,1013.7598409,168.95997348333333
GA, Columbus,0206 - Level II Nerve Injections,4,1080.0848148,270.0212037
GA, Columbus,0207 - Level III Nerve Injections,12,5848.814094100001,487.40117450833344
GA, Columbus,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",7,4769.4064654,681.3437807714287
GA, Columbus,0265 - Level I Diagnostic and Screening Ultrasound,8,511.26871588,63.908589485
GA, Columbus,0267 - Level III Diagnostic and Screening Ultrasound,13,1906.4543648,146.65033575384615
GA, Columbus,0269 - Level II Echocardiogram Without Contrast,10,3689.9031124999997,368.99031125
GA, Columbus,0270 - Level III Echocardiogram Without Contrast,4,2112.4499441,528.112486025
GA, Columbus,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,14,4303.3782163,307.38415830714285
GA, Columbus,0368 - Level II Pulmonary Tests,7,423.0545705,60.43636721428572
GA, Columbus,0377 - Level II Cardiac Imaging,8,5954.579887,744.322485875
GA, Columbus,0604 - Level 1 Hospital Clinic Visits,6,303.87009615,50.645016025
GA, Columbus,0605 - Level 2 Hospital Clinic Visits,8,548.05681072,68.50710134
GA, Columbus,0606 - Level 3 Hospital Clinic Visits,7,629.44845191,89.92120741571429
GA, Columbus,0607 - Level 4 Hospital Clinic Visits,6,725.0257132,120.83761886666667
GA, Columbus,0608 - Level 5 Hospital Clinic Visits,4,649.296368,162.324092
GA, Columbus,0632 - Level 2 Examinations & Related Services,1,84.56,84.56
GA, Columbus,0634 - Hospital Clinic Visits,3,243.57668657,81.19222885666666
GA, Columbus,0690 - Level I Electronic Analysis of Devices,4,128.55831966,32.139579915
GA, Columbus,0692 - Level II Electronic Analysis of Devices,1,101.46,101.46
GA, Dothan,0078 - Level III Pulmonary Treatment,1,85.13,85.13
GA, Dothan,0265 - Level I Diagnostic and Screening Ultrasound,4,238.14380952,59.53595238
GA, Dothan,0267 - Level III Diagnostic and Screening Ultrasound,4,550.2075745999999,137.55189364999998
GA, Dothan,0269 - Level II Echocardiogram Without Contrast,4,1367.9223818,341.98059545
GA, Dothan,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1117.430161,279.35754025
GA, Dothan,0604 - Level 1 Hospital Clinic Visits,3,139.35588235,46.451960783333334
GA, Dothan,0634 - Hospital Clinic Visits,1,74.42263158,74.42263158
GA, Jacksonville,0013 - Level II Debridement & Destruction,7,434.4596743999999,62.06566777142856
GA, Jacksonville,0015 - Level III Debridement & Destruction,4,414.50957163,103.6273929075
GA, Jacksonville,0019 - Level I Excision/ Biopsy,1,302.7383333,302.7383333
GA, Jacksonville,0020 - Level II Excision/ Biopsy,4,2227.8886275,556.972156875
GA, Jacksonville,0074 - Level IV Endoscopy Upper Airway,1,1410.2669230000001,1410.2669230000001
GA, Jacksonville,0078 - Level III Pulmonary Treatment,14,1340.40658153,95.74332725214286
GA, Jacksonville,0096 - Level II Noninvasive Physiologic Studies,16,1670.9137577200001,104.43210985750001
GA, Jacksonville,0203 - Level IV Nerve Injections,1,1122.172308,1122.172308
GA, Jacksonville,0204 - Level I Nerve Injections,3,496.1254358,165.37514526666666
GA, Jacksonville,0207 - Level III Nerve Injections,4,2064.5877258,516.14693145
GA, Jacksonville,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",13,9232.3127977,710.1779075153846
GA, Jacksonville,0265 - Level I Diagnostic and Screening Ultrasound,16,1032.07421045,64.504638153125
GA, Jacksonville,0267 - Level III Diagnostic and Screening Ultrasound,16,2402.3176854000003,150.14485533750002
GA, Jacksonville,0269 - Level II Echocardiogram Without Contrast,16,5935.902465900001,370.99390411875004
GA, Jacksonville,0270 - Level III Echocardiogram Without Contrast,3,1573.8529167000002,524.6176389000001
GA, Jacksonville,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,15,4694.433136600001,312.9622091066667
GA, Jacksonville,0368 - Level II Pulmonary Tests,13,812.7003569099999,62.51541206999999
GA, Jacksonville,0377 - Level II Cardiac Imaging,16,11891.4759663,743.21724789375
GA, Jacksonville,0604 - Level 1 Hospital Clinic Visits,10,513.51474026,51.351474026000005
GA, Jacksonville,0605 - Level 2 Hospital Clinic Visits,8,557.5576548,69.69470685
GA, Jacksonville,0606 - Level 3 Hospital Clinic Visits,6,539.78419895,89.96403315833334
GA, Jacksonville,0607 - Level 4 Hospital Clinic Visits,5,602.0160755,120.40321510000001
GA, Jacksonville,0608 - Level 5 Hospital Clinic Visits,1,161.87,161.87
GA, Jacksonville,0634 - Hospital Clinic Visits,4,333.65873036,83.41468259
GA, Jacksonville,0690 - Level I Electronic Analysis of Devices,4,126.72028764999999,31.680071912499997
GA, Jacksonville,0692 - Level II Electronic Analysis of Devices,4,401.24535710000004,100.31133927500001
GA, Macon,0012 - Level I Debridement & Destruction,1,28.25,28.25
GA, Macon,0013 - Level II Debridement & Destruction,23,1383.63792629,60.15817070826087
GA, Macon,0015 - Level III Debridement & Destruction,24,2360.72244718,98.36343529916667
GA, Macon,0019 - Level I Excision/ Biopsy,1,297.568125,297.568125
GA, Macon,0020 - Level II Excision/ Biopsy,13,7311.6386492,562.4337422461539
GA, Macon,0074 - Level IV Endoscopy Upper Airway,4,6064.394875,1516.09871875
GA, Macon,0078 - Level III Pulmonary Treatment,32,3018.35939411,94.3237310659375
GA, Macon,0096 - Level II Noninvasive Physiologic Studies,24,2442.4056828,101.76690344999999
GA, Macon,0203 - Level IV Nerve Injections,2,2263.7985710000003,1131.8992855000001
GA, Macon,0204 - Level I Nerve Injections,15,2495.0731746,166.33821164
GA, Macon,0206 - Level II Nerve Injections,8,2156.756113,269.594514125
GA, Macon,0207 - Level III Nerve Injections,34,16756.6232707,492.8418609029412
GA, Macon,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",29,20551.2172174,708.6626626689656
GA, Macon,0265 - Level I Diagnostic and Screening Ultrasound,48,3009.4148132899995,62.696141943541654
GA, Macon,0267 - Level III Diagnostic and Screening Ultrasound,53,7786.8005467,146.92076503207548
GA, Macon,0269 - Level II Echocardiogram Without Contrast,53,19222.204081899996,362.6830958849056
GA, Macon,0270 - Level III Echocardiogram Without Contrast,8,4262.1289624,532.7661203
GA, Macon,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,47,14538.412403300003,309.32792347446815
GA, Macon,0368 - Level II Pulmonary Tests,29,1782.86402195,61.47806972241379
GA, Macon,0369 - Level III Pulmonary Tests,1,163.2775,163.2775
GA, Macon,0377 - Level II Cardiac Imaging,42,30558.520038599996,727.583810442857
GA, Macon,0604 - Level 1 Hospital Clinic Visits,35,1745.97885635,49.885110181428566
GA, Macon,0605 - Level 2 Hospital Clinic Visits,29,1957.8386051300001,67.51167603896552
GA, Macon,0606 - Level 3 Hospital Clinic Visits,20,1773.2074245299998,88.66037122649999
GA, Macon,0607 - Level 4 Hospital Clinic Visits,13,1560.4711789,120.03624453076924
GA, Macon,0608 - Level 5 Hospital Clinic Visits,3,445.9854545,148.66181816666668
GA, Macon,0634 - Hospital Clinic Visits,10,827.1435824,82.71435824
GA, Macon,0690 - Level I Electronic Analysis of Devices,8,273.6553648,34.2069206
GA, Macon,0692 - Level II Electronic Analysis of Devices,7,727.8225578,103.97465111428572
GA, Rome,0012 - Level I Debridement & Destruction,1,54.38524043,54.38524043
GA, Rome,0013 - Level II Debridement & Destruction,12,781.7968098699998,65.14973415583331
GA, Rome,0015 - Level III Debridement & Destruction,12,1294.3050221199996,107.85875184333331
