provider_state,city,avg_charges,msdrg_total_count,cost_per_treatment,latitude,longitude,name,type
PA,Reading,51257232.79,1382,37089.16989,41.203322,-77.194525,Pennsylvania,inpatients
PA,Sayre,15734231.44,599,26267.49824,41.203322,-77.194525,Pennsylvania,inpatients
PA,Scranton,39510329.03,1120,35277.07949,41.203322,-77.194525,Pennsylvania,inpatients
PA,Wilkes-Barre,41922978.25,780,53747.40802,41.203322,-77.194525,Pennsylvania,inpatients
PA,York,20897349.4,858,24355.88508,41.203322,-77.194525,Pennsylvania,inpatients
PA,Youngstown,7632935.863,427,17875.72802,41.203322,-77.194525,Pennsylvania,inpatients
RI,Providence,79146038.67,2386,33171.01369,41.580095,-71.477429,Rhode Island,inpatients
SC,Augusta,12925087.76,307,42101.26306,33.836081,-81.163725,South Carolina,inpatients
SC,Charleston,134202250.4,3008,44615.10984,33.836081,-81.163725,South Carolina,inpatients
SC,Charlotte,26938911.35,609,44234.66561,33.836081,-81.163725,South Carolina,inpatients
SC,Columbia,126157967.8,3046,41417.58629,33.836081,-81.163725,South Carolina,inpatients
SC,Florence,68509854.81,1439,47609.35011,33.836081,-81.163725,South Carolina,inpatients
SC,Greenville,92710182.35,2013,46055.72894,33.836081,-81.163725,South Carolina,inpatients
SC,Savannah,17028477.29,572,29770.0652,33.836081,-81.163725,South Carolina,inpatients
SC,Spartanburg,34379080.36,850,40445.97689,33.836081,-81.163725,South Carolina,inpatients
SD,Rapid City,16964598.23,458,37040.6075,43.969515,-99.901813,South Dakota,inpatients
SD,Sioux City,1202240.445,19,63275.81287,43.969515,-99.901813,South Dakota,inpatients
SD,Sioux Falls,54392116.18,1614,33700.1959,43.969515,-99.901813,South Dakota,inpatients
TN,Chattanooga,67558433.55,1599,42250.42748,35.517491,-86.580447,Tennessee,inpatients
TN,Huntsville,864914.265,64,13514.28539,35.517491,-86.580447,Tennessee,inpatients
TN,Jackson,39230776.29,1217,32235.64198,35.517491,-86.580447,Tennessee,inpatients
TN,Johnson City,27043676.4,694,38967.83344,35.517491,-86.580447,Tennessee,inpatients
TN,Kingsport,28010579.1,898,31192.18163,35.517491,-86.580447,Tennessee,inpatients
TN,Knoxville,102677666.4,3643,28184.92079,35.517491,-86.580447,Tennessee,inpatients
TN,Memphis,104639148.5,2237,46776.55273,35.517491,-86.580447,Tennessee,inpatients
TN,Nashville,239274525.2,6700,35712.6157,35.517491,-86.580447,Tennessee,inpatients
TX,Abilene,42399092.92,988,42914.06166,31.968599,-99.901813,Texas,inpatients
TX,Amarillo,34049464.57,913,37294.04663,31.968599,-99.901813,Texas,inpatients
TX,Austin,171769089.9,3189,53862.99463,31.968599,-99.901813,Texas,inpatients
TX,Beaumont,45000526.4,1121,40143.19929,31.968599,-99.901813,Texas,inpatients
TX,Bryan,34774590.18,651,53417.18922,31.968599,-99.901813,Texas,inpatients
TX,Corpus Christi,62028476.47,1129,54941.07748,31.968599,-99.901813,Texas,inpatients
TX,Dallas,465362065.6,9751,47724.5478,31.968599,-99.901813,Texas,inpatients
TX,El Paso,97394700.45,1372,70987.391,31.968599,-99.901813,Texas,inpatients
TX,Fort Worth,191491366.9,4037,47434.07651,31.968599,-99.901813,Texas,inpatients
TX,Harlingen,63451161.89,1192,53230.84051,31.968599,-99.901813,Texas,inpatients
TX,Houston,553867952.8,10538,52559.1149,31.968599,-99.901813,Texas,inpatients
TX,Longview,30419350.99,620,49063.46933,31.968599,-99.901813,Texas,inpatients
TX,Lubbock,69088708.71,1270,54400.55804,31.968599,-99.901813,Texas,inpatients
TX,McAllen,77752473.52,1369,56795.08657,31.968599,-99.901813,Texas,inpatients
TX,Odessa,28463983.6,792,35939.37324,31.968599,-99.901813,Texas,inpatients
TX,San Angelo,20891704,522,40022.42146,31.968599,-99.901813,Texas,inpatients
TX,San Antonio,181598409.3,3823,47501.54572,31.968599,-99.901813,Texas,inpatients
TX,Shreveport,5317849.634,196,27131.88589,31.968599,-99.901813,Texas,inpatients
TX,Temple,27127079.71,747,36314.69841,31.968599,-99.901813,Texas,inpatients
TX,Texarkana,26217625.43,659,39783.95361,31.968599,-99.901813,Texas,inpatients
TX,Tyler,85289595.68,1563,54567.87952,31.968599,-99.901813,Texas,inpatients
TX,Victoria,26576148.34,630,42184.36244,31.968599,-99.901813,Texas,inpatients
TX,Waco,26352993.78,986,26727.17422,31.968599,-99.901813,Texas,inpatients
TX,Wichita Falls,17252675.74,480,35943.07446,31.968599,-99.901813,Texas,inpatients
UT,Ogden,15642871.55,528,29626.65066,39.32098,-111.093731,Utah,inpatients
UT,Provo,13942718.17,466,29919.99607,39.32098,-111.093731,Utah,inpatients
UT,Salt Lake City,66117994.26,2154,30695.44766,39.32098,-111.093731,Utah,inpatients
VA,Arlington,86239755.74,3054,28238.29592,37.431573,-78.656894,Virginia,inpatients
VA,Charlottesville,60534959.98,1755,34492.85469,37.431573,-78.656894,Virginia,inpatients
VA,Durham,21347617.17,756,28237.58885,37.431573,-78.656894,Virginia,inpatients
VA,Kingsport,22373135.66,973,22993.97293,37.431573,-78.656894,Virginia,inpatients
VA,Lynchburg,13035716.1,561,23236.5706,37.431573,-78.656894,Virginia,inpatients
VA,Newport News,39699722.08,1406,28235.9332,37.431573,-78.656894,Virginia,inpatients
VA,Norfolk,96991764.13,2917,33250.51907,37.431573,-78.656894,Virginia,inpatients
VA,Richmond,244994652.7,4469,54820.91132,37.431573,-78.656894,Virginia,inpatients
VA,Roanoke,63167232.3,1888,33457.2205,37.431573,-78.656894,Virginia,inpatients
VA,Winchester,13894963.5,566,24549.40547,37.431573,-78.656894,Virginia,inpatients
VA,Winston-Salem,2867934.512,156,18384.19559,37.431573,-78.656894,Virginia,inpatients
VT,Albany,2675604.637,164,16314.66242,44.558803,-72.577841,Vermont,inpatients
VT,Burlington,24934679.87,953,26164.407,44.558803,-72.577841,Vermont,inpatients
VT,Lebanon,888580.031,55,16156.00056,44.558803,-72.577841,Vermont,inpatients
WA,Everett,27785054.7,777,35759.40116,47.751074,-120.740139,Washington,inpatients
WA,Olympia,32632669.26,695,46953.48096,47.751074,-120.740139,Washington,inpatients
WA,Portland,31591543.82,879,35940.32289,47.751074,-120.740139,Washington,inpatients
WA,Seattle,209948641.6,4851,43279.45611,47.751074,-120.740139,Washington,inpatients
WA,Spokane,82122192.07,2294,35798.68878,47.751074,-120.740139,Washington,inpatients
WA,Tacoma,85726386.52,1565,54777.24378,47.751074,-120.740139,Washington,inpatients
WA,Yakima,19219239.84,597,32193.03156,47.751074,-120.740139,Washington,inpatients
WI,Appleton,5742223.535,314,18287.3361,43.78444,-88.787868,Wisconsin,inpatients
WI,Green Bay,26893169.13,1023,26288.53287,43.78444,-88.787868,Wisconsin,inpatients
WI,La Crosse,13774571.51,507,27168.78009,43.78444,-88.787868,Wisconsin,inpatients
WI,Madison,86612275.58,2479,34938.39273,43.78444,-88.787868,Wisconsin,inpatients
WI,Marshfield,19995043.97,815,24533.79628,43.78444,-88.787868,Wisconsin,inpatients
WI,Milwaukee,164495547.7,5018,32781.0976,43.78444,-88.787868,Wisconsin,inpatients
WI,Minneapolis,21662231.31,631,34330.00208,43.78444,-88.787868,Wisconsin,inpatients
WI,Neenah,5370847.493,302,17784.26322,43.78444,-88.787868,Wisconsin,inpatients
WI,Wausau,14810698.42,566,26167.31169,43.78444,-88.787868,Wisconsin,inpatients
WV,Charleston,63693554.57,2636,24162.95697,38.597626,-80.454903,West Virginia,inpatients
WV,Huntington,23530088.72,794,29634.87244,38.597626,-80.454903,West Virginia,inpatients
WV,Morgantown,35583154.4,1390,25599.39166,38.597626,-80.454903,West Virginia,inpatients
WV,Pittsburgh,12296669.89,710,17319.25337,38.597626,-80.454903,West Virginia,inpatients
WV,Roanoke,7717422.891,455,16961.36899,38.597626,-80.454903,West Virginia,inpatients
WV,Winchester,4351731.214,242,17982.36039,38.597626,-80.454903,West Virginia,inpatients
WY,Billings,2717799.434,137,19837.95208,43.075968,-107.290284,Wyoming,inpatients
WY,Casper,15074332.29,443,34027.83812,43.075968,-107.290284,Wyoming,inpatients
WY,Fort Collins,11055010.29,344,32136.65781,43.075968,-107.290284,Wyoming,inpatients
WY,Salt Lake City,2196810.165,89,24683.26028,43.075968,-107.290284,Wyoming,inpatients
PR,,,,,18.220833,-66.590149,Puerto Rico,inpatients
AK,Anchorage,"$51,411,844.62",939,"$54,751.70",63.588753,-154.493062,Alaska,inpatients
AL,Birmingham,"$322,543,033.00",7453,"$43,276.94",32.318231,-86.902298,Alabama,inpatients
AL,Columbus,"$1,297,255.38",32,"$40,539.23",32.318231,-86.902298,Alabama,inpatients
AL,Dothan,"$44,033,830.08",1201,"$36,664.30",32.318231,-86.902298,Alabama,inpatients
AL,Huntsville,"$62,083,541.17",1614,"$38,465.64",32.318231,-86.902298,Alabama,inpatients
AL,Meridian,"$125,400.69",15,"$8,360.05",32.318231,-86.902298,Alabama,inpatients
AL,Mobile,"$54,578,412.56",1844,"$29,597.84",32.318231,-86.902298,Alabama,inpatients
AL,Montgomery,"$40,467,751.49",1409,"$28,720.90",32.318231,-86.902298,Alabama,inpatients
AL,Pensacola,"$4,824,855.44",294,"$16,411.07",32.318231,-86.902298,Alabama,inpatients
AL,Rome,"$691,918.04",36,"$19,219.95",32.318231,-86.902298,Alabama,inpatients
AL,Tupelo,"$604,872.35",36,"$16,802.01",32.318231,-86.902298,Alabama,inpatients
AL,Tuscaloosa,"$21,791,078.39",682,"$31,951.73",32.318231,-86.902298,Alabama,inpatients
AR,Fort Smith,"$27,945,345.54",855,"$32,684.61",35.20105,-91.831833,Arkansas,inpatients
AR,Jonesboro,"$17,995,184.12",863,"$20,851.89",35.20105,-91.831833,Arkansas,inpatients
AR,Little Rock,"$159,021,697.00",5031,"$31,608.37",35.20105,-91.831833,Arkansas,inpatients
AR,Memphis,"$6,492,465.27",290,"$22,387.81",35.20105,-91.831833,Arkansas,inpatients
AR,Springdale,"$42,403,590.63",1182,"$35,874.44",35.20105,-91.831833,Arkansas,inpatients
AR,Springfield,"$6,794,200.73",330,"$20,588.49",35.20105,-91.831833,Arkansas,inpatients
AR,Texarkana,"$1,407,050.68",72,"$19,542.37",35.20105,-91.831833,Arkansas,inpatients
AZ,Albuquerque,"$341,532.00",47,"$7,266.64",34.048928,-111.093731,Arizona,inpatients
AZ,Las Vegas,"$28,842,069.92",360,"$80,116.86",34.048928,-111.093731,Arizona,inpatients
AZ,Mesa,"$106,541,615.80",2041,"$52,200.69",34.048928,-111.093731,Arizona,inpatients
AZ,Phoenix,"$290,769,634.30",6216,"$46,777.61",34.048928,-111.093731,Arizona,inpatients
AZ,Sun City,"$37,668,995.98",804,"$46,851.99",34.048928,-111.093731,Arizona,inpatients
AZ,Tucson,"$97,453,101.12",2199,"$44,317.01",34.048928,-111.093731,Arizona,inpatients
CA,Alameda County,"$167,194,927.10",1957,"$85,434.30",36.778261,-119.417932,California,inpatients
CA,Bakersfield,"$107,106,403.80",1880,"$56,971.49",36.778261,-119.417932,California,inpatients
CA,Chico,"$67,609,408.91",1014,"$66,675.95",36.778261,-119.417932,California,inpatients
CA,Contra Costa County,"$157,836,722.90",1443,"$109,380.96",36.778261,-119.417932,California,inpatients
CA,Fresno,"$79,853,791.40",1563,"$51,090.08",36.778261,-119.417932,California,inpatients
CA,Los Angeles,"$1,145,654,920.00",14680,"$78,041.89",36.778261,-119.417932,California,inpatients
CA,Medford,"$3,265,415.13",98,"$33,320.56",36.778261,-119.417932,California,inpatients
CA,Modesto,"$146,454,263.60",1527,"$95,909.80",36.778261,-119.417932,California,inpatients
CA,Napa,"$46,172,854.91",572,"$80,721.77",36.778261,-119.417932,California,inpatients
CA,Orange County,"$274,310,414.10",4005,"$68,491.99",36.778261,-119.417932,California,inpatients
CA,Palm Springs/Rancho M,"$72,646,893.81",832,"$87,315.98",36.778261,-119.417932,California,inpatients
CA,Phoenix,"$690,828.94",21,"$32,896.62",36.778261,-119.417932,California,inpatients
CA,Redding,"$65,255,545.62",966,"$67,552.32",36.778261,-119.417932,California,inpatients
CA,Sacramento,"$308,630,490.40",3881,"$79,523.45",36.778261,-119.417932,California,inpatients
CA,Salinas,"$57,608,315.47",722,"$79,789.91",36.778261,-119.417932,California,inpatients
CA,San Bernardino,"$195,981,001.20",3213,"$60,996.27",36.778261,-119.417932,California,inpatients
CA,San Diego,"$341,080,459.50",5096,"$66,931.02",36.778261,-119.417932,California,inpatients
CA,San Francisco,"$217,306,502.20",2312,"$93,990.70",36.778261,-119.417932,California,inpatients
CA,San Jose,"$188,042,476.30",1751,"$107,391.48",36.778261,-119.417932,California,inpatients
CA,San Luis Obispo,"$37,885,690.50",538,"$70,419.50",36.778261,-119.417932,California,inpatients
CA,San Mateo County,"$164,794,859.80",1242,"$132,685.07",36.778261,-119.417932,California,inpatients
CA,Santa Barbara,"$42,537,294.07",777,"$54,745.55",36.778261,-119.417932,California,inpatients
CA,Santa Cruz,"$41,298,847.58",458,"$90,172.16",36.778261,-119.417932,California,inpatients
CA,Santa Rosa,"$54,202,421.40",682,"$79,475.69",36.778261,-119.417932,California,inpatients
CA,Stockton,"$69,294,681.94",832,"$83,286.88",36.778261,-119.417932,California,inpatients
CA,Ventura,"$111,778,338.00",1430,"$78,166.67",36.778261,-119.417932,California,inpatients
CO,Albuquerque,"$4,618,285.00",141,"$32,753.79",39.550051,-105.782067,Colorado,inpatients
CO,Boulder,"$25,573,650.42",547,"$46,752.56",39.550051,-105.782067,Colorado,inpatients
CO,Colorado Springs,"$42,557,607.23",1022,"$41,641.49",39.550051,-105.782067,Colorado,inpatients
CO,Denver,"$227,289,463.80",3589,"$63,329.47",39.550051,-105.782067,Colorado,inpatients
CO,Fort Collins,"$10,422,654.38",315,"$33,087.79",39.550051,-105.782067,Colorado,inpatients
CO,Grand Junction,"$21,817,585.04",655,"$33,309.29",39.550051,-105.782067,Colorado,inpatients
CO,Greeley,"$34,044,801.62",889,"$38,295.61",39.550051,-105.782067,Colorado,inpatients
CO,Pueblo,"$26,717,236.46",555,"$48,139.16",39.550051,-105.782067,Colorado,inpatients
CT,Bridgeport,"$78,150,415.13",1734,"$45,069.44",41.603221,-73.087749,Connecticut,inpatients
CT,Hartford,"$110,850,849.20",3609,"$30,715.11",41.603221,-73.087749,Connecticut,inpatients
CT,New Haven,"$119,122,001.40",2999,"$39,720.57",41.603221,-73.087749,Connecticut,inpatients
DC,Washington,"$105,237,116.00",2083,"$50,521.90",38.905985,-77.033418,District of Columbia,inpatients
DE,Salisbury,"$23,399,626.11",751,"$31,157.96",38.910832,-75.52767,Delaware,inpatients
DE,Wilmington,"$38,307,705.08",1216,"$31,503.05",38.910832,-75.52767,Delaware,inpatients
FL,Bradenton,"$50,084,002.59",971,"$51,579.82",27.664827,-81.515754,Florida,inpatients
FL,Clearwater,"$77,248,494.80",1594,"$48,462.04",27.664827,-81.515754,Florida,inpatients
FL,Dothan,"$1,962,289.93",131,"$14,979.31",27.664827,-81.515754,Florida,inpatients
FL,Fort Lauderdale,"$389,271,955.80",6885,"$56,539.14",27.664827,-81.515754,Florida,inpatients
FL,Fort Myers,"$178,022,842.80",3415,"$52,129.68",27.664827,-81.515754,Florida,inpatients
FL,Gainesville,"$82,829,028.50",1648,"$50,260.33",27.664827,-81.515754,Florida,inpatients
FL,Hudson,"$113,391,657.20",1650,"$68,722.22",27.664827,-81.515754,Florida,inpatients
FL,Jacksonville,"$194,102,196.40",3636,"$53,383.44",27.664827,-81.515754,Florida,inpatients
FL,Lakeland,"$35,495,660.26",802,"$44,258.93",27.664827,-81.515754,Florida,inpatients
FL,Miami,"$382,084,047.40",6047,"$63,185.72",27.664827,-81.515754,Florida,inpatients
FL,Ocala,"$75,412,559.20",1553,"$48,559.28",27.664827,-81.515754,Florida,inpatients
FL,Orlando,"$429,810,591.80",8777,"$48,970.10",27.664827,-81.515754,Florida,inpatients
FL,Ormond Beach,"$38,862,022.45",1188,"$32,712.14",27.664827,-81.515754,Florida,inpatients
FL,Panama City,"$38,372,606.69",742,"$51,715.10",27.664827,-81.515754,Florida,inpatients
FL,Pensacola,"$129,021,128.90",2503,"$51,546.60",27.664827,-81.515754,Florida,inpatients
FL,Sarasota,"$73,251,440.45",1470,"$49,830.91",27.664827,-81.515754,Florida,inpatients
FL,St. Petersburg,"$88,519,636.15",1418,"$62,425.70",27.664827,-81.515754,Florida,inpatients
FL,Tallahassee,"$32,775,527.53",769,"$42,620.97",27.664827,-81.515754,Florida,inpatients
FL,Tampa,"$178,828,059.90",2887,"$61,942.52",27.664827,-81.515754,Florida,inpatients
GA,Albany,"$17,517,492.66",546,"$32,083.32",32.157435,-82.907123,Georgia,inpatients
GA,Atlanta,"$423,546,447.80",10694,"$39,605.99",32.157435,-82.907123,Georgia,inpatients
GA,Augusta,"$52,523,092.83",1256,"$41,817.75",32.157435,-82.907123,Georgia,inpatients
GA,Chattanooga,"$2,115,522.47",91,"$23,247.50",32.157435,-82.907123,Georgia,inpatients
GA,Columbus,"$21,887,095.93",736,"$29,737.90",32.157435,-82.907123,Georgia,inpatients
GA,Dothan,"$487,196.68",37,"$13,167.48",32.157435,-82.907123,Georgia,inpatients
GA,Jacksonville,"$21,109,253.00",836,"$25,250.30",32.157435,-82.907123,Georgia,inpatients
GA,Macon,"$68,365,667.11",2103,"$32,508.64",32.157435,-82.907123,Georgia,inpatients
GA,Rome,"$33,586,250.97",840,"$39,983.63",32.157435,-82.907123,Georgia,inpatients
GA,Savannah,"$59,614,827.18",1674,"$35,612.20",32.157435,-82.907123,Georgia,inpatients
GA,Tallahassee,"$35,717,922.21",1252,"$28,528.69",32.157435,-82.907123,Georgia,inpatients
HI,Honolulu,"$62,473,447.39",1723,"$36,258.53",19.898682,-155.665857,Hawaii,inpatients
IA,Cedar Rapids,"$20,853,013.65",676,"$30,847.65",41.878003,-93.097702,Iowa,inpatients
IA,Davenport,"$25,052,711.77",963,"$26,015.28",41.878003,-93.097702,Iowa,inpatients
IA,Des Moines,"$65,211,402.56",1954,"$33,373.29",41.878003,-93.097702,Iowa,inpatients
IA,Dubuque,"$9,755,709.21",466,"$20,935.00",41.878003,-93.097702,Iowa,inpatients
IA,Iowa City,"$34,548,019.34",1062,"$32,531.09",41.878003,-93.097702,Iowa,inpatients
IA,Mason City,"$10,101,290.47",367,"$27,523.95",41.878003,-93.097702,Iowa,inpatients
IA,Omaha,"$10,921,087.61",366,"$29,839.04",41.878003,-93.097702,Iowa,inpatients
IA,Sioux City,"$13,164,407.19",511,"$25,762.05",41.878003,-93.097702,Iowa,inpatients
IA,Sioux Falls,"$2,153,151.89",130,"$16,562.71",41.878003,-93.097702,Iowa,inpatients
IA,Waterloo,"$13,712,089.36",572,"$23,972.18",41.878003,-93.097702,Iowa,inpatients
ID,Boise,"$34,961,148.75",1185,"$29,503.08",44.068202,-114.742041,Idaho,inpatients
ID,Idaho Falls,"$12,833,498.77",337,"$38,081.60",44.068202,-114.742041,Idaho,inpatients
ID,Salt Lake City,"$7,235,367.82",209,"$34,618.98",44.068202,-114.742041,Idaho,inpatients
ID,Spokane,"$14,644,278.45",502,"$29,171.87",44.068202,-114.742041,Idaho,inpatients
IL,Aurora,"$31,942,604.45",553,"$57,762.40",40.633125,-89.398528,Illinois,inpatients
IL,Bloomington,"$17,719,982.60",554,"$31,985.53",40.633125,-89.398528,Illinois,inpatients
IL,Blue Island,"$108,971,526.60",2718,"$40,092.54",40.633125,-89.398528,Illinois,inpatients
IL,Chicago,"$289,758,573.50",6213,"$46,637.47",40.633125,-89.398528,Illinois,inpatients
IL,Davenport,"$13,938,895.16",560,"$24,890.88",40.633125,-89.398528,Illinois,inpatients
IL,Elgin,"$76,863,683.49",1702,"$45,160.80",40.633125,-89.398528,Illinois,inpatients
IL,Evanston,"$92,331,805.82",2166,"$42,627.80",40.633125,-89.398528,Illinois,inpatients
IL,Evansville,"$2,990,003.38",174,"$17,183.93",40.633125,-89.398528,Illinois,inpatients
IL,Hinsdale,"$59,509,967.66",1347,"$44,179.63",40.633125,-89.398528,Illinois,inpatients
IL,Joliet,"$68,576,680.33",1669,"$41,088.48",40.633125,-89.398528,Illinois,inpatients
IL,Melrose Park,"$175,703,708.00",3596,"$48,860.88",40.633125,-89.398528,Illinois,inpatients
IL,Milwaukee,"$44,497,997.53",773,"$57,565.33",40.633125,-89.398528,Illinois,inpatients
IL,Paducah,"$12,834,397.89",198,"$64,820.19",40.633125,-89.398528,Illinois,inpatients
IL,Peoria,"$77,036,181.40",2053,"$37,523.71",40.633125,-89.398528,Illinois,inpatients
IL,Rockford,"$81,320,536.80",2103,"$38,668.82",40.633125,-89.398528,Illinois,inpatients
IL,Springfield,"$78,161,943.89",2422,"$32,271.65",40.633125,-89.398528,Illinois,inpatients
IL,St. Louis,"$82,715,288.22",2796,"$29,583.44",40.633125,-89.398528,Illinois,inpatients
IL,Urbana,"$43,455,344.04",1142,"$38,051.97",40.633125,-89.398528,Illinois,inpatients
IN,Cincinnati,"$3,207,438.14",168,"$19,091.89",40.551217,-85.602364,Indiana,inpatients
IN,Evansville,"$45,947,177.54",1557,"$29,510.07",40.551217,-85.602364,Indiana,inpatients
IN,Fort Wayne,"$60,968,691.43",1499,"$40,672.91",40.551217,-85.602364,Indiana,inpatients
IN,Gary,"$62,418,088.23",1804,"$34,599.83",40.551217,-85.602364,Indiana,inpatients
IN,Indianapolis,"$232,864,773.90",6873,"$33,881.10",40.551217,-85.602364,Indiana,inpatients
IN,Lafayette,"$25,361,597.03",665,"$38,137.74",40.551217,-85.602364,Indiana,inpatients
IN,Louisville,"$26,614,590.62",1028,"$25,889.68",40.551217,-85.602364,Indiana,inpatients
IN,Muncie,"$21,308,981.10",439,"$48,539.82",40.551217,-85.602364,Indiana,inpatients
IN,Munster,"$39,820,703.72",1255,"$31,729.64",40.551217,-85.602364,Indiana,inpatients
IN,South Bend,"$53,680,969.94",1574,"$34,104.81",40.551217,-85.602364,Indiana,inpatients
IN,Terre Haute,"$24,642,271.00",639,"$38,563.80",40.551217,-85.602364,Indiana,inpatients
KS,Amarillo,"$156,230.69",20,"$7,811.53",39.011902,-98.484246,Kansas,inpatients
KS,Joplin,"$5,621,057.81",223,"$25,206.54",39.011902,-98.484246,Kansas,inpatients
KS,Kansas City,"$111,671,578.50",2515,"$44,402.22",39.011902,-98.484246,Kansas,inpatients
KS,Topeka,"$36,612,756.77",1101,"$33,254.09",39.011902,-98.484246,Kansas,inpatients
KS,Tulsa,"$1,369,025.61",104,"$13,163.71",39.011902,-98.484246,Kansas,inpatients
KS,Wichita,"$106,679,316.90",2807,"$38,004.74",39.011902,-98.484246,Kansas,inpatients
KY,Covington,"$27,036,846.29",942,"$28,701.54",37.839333,-84.270018,Kentucky,inpatients
KY,Evansville,"$4,266,421.22",168,"$25,395.36",37.839333,-84.270018,Kentucky,inpatients
KY,Huntington,"$21,199,177.37",750,"$28,265.57",37.839333,-84.270018,Kentucky,inpatients
KY,Knoxville,"$2,867,307.07",210,"$13,653.84",37.839333,-84.270018,Kentucky,inpatients
KY,Lexington,"$167,759,632.70",5083,"$33,004.06",37.839333,-84.270018,Kentucky,inpatients
KY,Louisville,"$107,265,112.80",3175,"$33,784.29",37.839333,-84.270018,Kentucky,inpatients
KY,Nashville,"$25,871,134.97",938,"$27,581.17",37.839333,-84.270018,Kentucky,inpatients
KY,Owensboro,"$11,690,499.03",414,"$28,237.92",37.839333,-84.270018,Kentucky,inpatients
KY,Paducah,"$38,537,390.74",1483,"$25,986.10",37.839333,-84.270018,Kentucky,inpatients
LA,Alexandria,"$48,831,395.35",1063,"$45,937.34",31.244823,-92.145024,Louisiana,inpatients
LA,Baton Rouge,"$60,583,733.93",1521,"$39,831.51",31.244823,-92.145024,Louisiana,inpatients
LA,Houma,"$23,677,800.85",749,"$31,612.55",31.244823,-92.145024,Louisiana,inpatients
LA,Lafayette,"$67,963,295.09",2038,"$33,348.03",31.244823,-92.145024,Louisiana,inpatients
LA,Lake Charles,"$30,436,134.84",834,"$36,494.17",31.244823,-92.145024,Louisiana,inpatients
LA,Metairie,"$41,869,880.85",1026,"$40,808.85",31.244823,-92.145024,Louisiana,inpatients
LA,Monroe,"$33,147,302.76",1052,"$31,508.84",31.244823,-92.145024,Louisiana,inpatients
LA,New Orleans,"$60,161,642.66",1242,"$48,439.33",31.244823,-92.145024,Louisiana,inpatients
LA,Shreveport,"$64,734,119.70",2073,"$31,227.26",31.244823,-92.145024,Louisiana,inpatients
LA,Slidell,"$21,165,359.00",437,"$48,433.32",31.244823,-92.145024,Louisiana,inpatients
MA,Albany,"$7,130,309.72",371,"$19,219.16",42.407211,-71.382437,Massachusetts,inpatients
MA,Boston,"$320,933,083.80",12678,"$25,314.17",42.407211,-71.382437,Massachusetts,inpatients
MA,Providence,"$4,372,918.60",259,"$16,883.86",42.407211,-71.382437,Massachusetts,inpatients
MA,Springfield,"$35,324,337.79",1814,"$19,473.17",42.407211,-71.382437,Massachusetts,inpatients
MA,Worcester,"$37,249,401.54",1479,"$25,185.53",42.407211,-71.382437,Massachusetts,inpatients
MD,Baltimore,"$132,986,738.00",8006,"$16,610.88",39.045755,-76.641271,Maryland,inpatients
MD,Morgantown,"$883,739.64",92,"$9,605.87",39.045755,-76.641271,Maryland,inpatients
MD,Salisbury,"$8,964,673.31",669,"$13,400.11",39.045755,-76.641271,Maryland,inpatients
MD,Takoma Park,"$26,292,323.58",1821,"$14,438.40",39.045755,-76.641271,Maryland,inpatients
MD,Washington,"$47,773,927.75",3763,"$12,695.70",39.045755,-76.641271,Maryland,inpatients
MD,Wilmington,"$2,560,010.28",213,"$12,018.83",39.045755,-76.641271,Maryland,inpatients
ME,Bangor,"$22,932,294.77",1013,"$22,638.00",45.253783,-69.445469,Maine,inpatients
ME,Portland,"$59,601,734.66",2513,"$23,717.36",45.253783,-69.445469,Maine,inpatients
MI,Ann Arbor,"$94,270,645.90",2954,"$31,912.88",44.314844,-85.602364,Michigan,inpatients
MI,Dearborn,"$47,683,068.25",1741,"$27,388.32",44.314844,-85.602364,Michigan,inpatients
MI,Detroit,"$122,044,604.90",4263,"$28,628.81",44.314844,-85.602364,Michigan,inpatients
MI,Flint,"$48,262,446.03",1432,"$33,702.83",44.314844,-85.602364,Michigan,inpatients
MI,Grand Rapids,"$40,054,421.10",1817,"$22,044.26",44.314844,-85.602364,Michigan,inpatients
MI,Green Bay,"$2,564,498.13",145,"$17,686.19",44.314844,-85.602364,Michigan,inpatients
MI,Kalamazoo,"$47,047,943.79",1679,"$28,021.41",44.314844,-85.602364,Michigan,inpatients
MI,Lansing,"$41,404,546.05",1431,"$28,933.99",44.314844,-85.602364,Michigan,inpatients
MI,Marquette,"$7,821,023.14",342,"$22,868.49",44.314844,-85.602364,Michigan,inpatients
MI,Muskegon,"$11,490,786.93",567,"$20,265.94",44.314844,-85.602364,Michigan,inpatients
MI,Petoskey,"$11,095,207.73",521,"$21,295.98",44.314844,-85.602364,Michigan,inpatients
MI,Pontiac,"$23,178,193.77",911,"$25,442.58",44.314844,-85.602364,Michigan,inpatients
MI,Royal Oak,"$72,789,280.86",2251,"$32,336.42",44.314844,-85.602364,Michigan,inpatients
MI,Saginaw,"$57,426,854.02",2098,"$27,372.19",44.314844,-85.602364,Michigan,inpatients
MI,St. Joseph,"$9,475,290.37",436,"$21,732.32",44.314844,-85.602364,Michigan,inpatients
MI,Toledo,"$5,897,946.96",288,"$20,478.98",44.314844,-85.602364,Michigan,inpatients
MI,Traverse City,"$17,067,203.77",611,"$27,933.23",44.314844,-85.602364,Michigan,inpatients
MN,Duluth,"$24,365,563.53",799,"$30,495.07",46.729553,-94.6859,Minnesota,inpatients
MN,Fargo/Moorhead MN,"$6,790,811.25",341,"$19,914.40",46.729553,-94.6859,Minnesota,inpatients
