provider_state,city,avg_charges,apc_total_count,cost_per_treatment,latitude,longitude,name,type
SC,Charlotte,226590.9653,101,2243.474904,33.836081,-81.163725,South Carolina,outpatients
SC,Columbia,1172441.737,766,1530.60279,33.836081,-81.163725,South Carolina,outpatients
SC,Florence,795048.0617,343,2317.924378,33.836081,-81.163725,South Carolina,outpatients
SC,Greenville,1022906.945,609,1679.650156,33.836081,-81.163725,South Carolina,outpatients
SC,Savannah,135888.9369,135,1006.584717,33.836081,-81.163725,South Carolina,outpatients
SC,Spartanburg,357294.7773,240,1488.728239,33.836081,-81.163725,South Carolina,outpatients
SD,Rapid City,132024.729,157,840.9218409,43.969515,-99.901813,South Dakota,outpatients
SD,Sioux City,46877.11838,22,2130.778108,43.969515,-99.901813,South Dakota,outpatients
SD,Sioux Falls,766881.5948,642,1194.519618,43.969515,-99.901813,South Dakota,outpatients
TN,Chattanooga,651771.5646,303,2151.061269,35.517491,-86.580447,Tennessee,outpatients
TN,Huntsville,46736.23786,35,1335.321082,35.517491,-86.580447,Tennessee,outpatients
TN,Jackson,530107.9683,311,1704.527229,35.517491,-86.580447,Tennessee,outpatients
TN,Johnson City,287581.4907,139,2068.931588,35.517491,-86.580447,Tennessee,outpatients
TN,Kingsport,270726.5557,181,1495.726827,35.517491,-86.580447,Tennessee,outpatients
TN,Knoxville,1472553.328,1019,1445.096494,35.517491,-86.580447,Tennessee,outpatients
TN,Memphis,1121133.953,550,2038.42537,35.517491,-86.580447,Tennessee,outpatients
TN,Nashville,2923990.596,1661,1760.379648,35.517491,-86.580447,Tennessee,outpatients
TX,Abilene,449433.6697,298,1508.166677,31.968599,-99.901813,Texas,outpatients
TX,Amarillo,419787.0302,244,1720.438648,31.968599,-99.901813,Texas,outpatients
TX,Austin,1365973.837,733,1863.538659,31.968599,-99.901813,Texas,outpatients
TX,Beaumont,551203.3469,249,2213.66806,31.968599,-99.901813,Texas,outpatients
TX,Bryan,316331.6424,137,2308.99009,31.968599,-99.901813,Texas,outpatients
TX,Corpus Christi,464811.853,207,2245.467889,31.968599,-99.901813,Texas,outpatients
TX,Dallas,4803044.714,2351,2042.979462,31.968599,-99.901813,Texas,outpatients
TX,El Paso,709814.4762,319,2225.12375,31.968599,-99.901813,Texas,outpatients
TX,Fort Worth,1887620.795,926,2038.467381,31.968599,-99.901813,Texas,outpatients
TX,Harlingen,560555.8899,268,2091.626455,31.968599,-99.901813,Texas,outpatients
TX,Houston,6325422.544,2630,2405.103629,31.968599,-99.901813,Texas,outpatients
TX,Longview,323807.6335,115,2815.718552,31.968599,-99.901813,Texas,outpatients
TX,Lubbock,639209.7284,318,2010.093486,31.968599,-99.901813,Texas,outpatients
TX,McAllen,666032.0332,238,2798.453921,31.968599,-99.901813,Texas,outpatients
TX,Odessa,270274.1295,171,1580.550465,31.968599,-99.901813,Texas,outpatients
TX,San Angelo,234784.89,136,1726.359486,31.968599,-99.901813,Texas,outpatients
TX,San Antonio,1988461.064,1064,1868.854384,31.968599,-99.901813,Texas,outpatients
TX,Shreveport,209591.3015,82,2555.991481,31.968599,-99.901813,Texas,outpatients
TX,Temple,261424.248,180,1452.356934,31.968599,-99.901813,Texas,outpatients
TX,Texarkana,230452.6806,143,1611.557207,31.968599,-99.901813,Texas,outpatients
TX,Tyler,1106319.415,541,2044.952708,31.968599,-99.901813,Texas,outpatients
TX,Victoria,254171.6868,152,1672.18215,31.968599,-99.901813,Texas,outpatients
TX,Waco,421422.4078,294,1433.40955,31.968599,-99.901813,Texas,outpatients
TX,Wichita Falls,222860.8316,168,1326.552569,31.968599,-99.901813,Texas,outpatients
UT,Ogden,264627.8595,233,1135.741886,39.32098,-111.093731,Utah,outpatients
UT,Provo,238523.3521,194,1229.501815,39.32098,-111.093731,Utah,outpatients
UT,Salt Lake City,1210210.526,1061,1140.631976,39.32098,-111.093731,Utah,outpatients
VA,Arlington,789454.2399,573,1377.756091,37.431573,-78.656894,Virginia,outpatients
VA,Charlottesville,453447.7109,391,1159.712816,37.431573,-78.656894,Virginia,outpatients
VA,Durham,214675.1833,145,1480.518506,37.431573,-78.656894,Virginia,outpatients
VA,Kingsport,653345.62,366,1785.097322,37.431573,-78.656894,Virginia,outpatients
VA,Lynchburg,142769.8649,129,1106.743138,37.431573,-78.656894,Virginia,outpatients
VA,Newport News,513895.8961,357,1439.484303,37.431573,-78.656894,Virginia,outpatients
VA,Norfolk,1174692.356,724,1622.503254,37.431573,-78.656894,Virginia,outpatients
VA,Richmond,2510952.075,962,2610.137293,37.431573,-78.656894,Virginia,outpatients
VA,Roanoke,723812.9683,447,1619.268385,37.431573,-78.656894,Virginia,outpatients
VA,Winchester,131807.0174,122,1080.385388,37.431573,-78.656894,Virginia,outpatients
VA,Winston-Salem,55110.46712,44,1252.510616,37.431573,-78.656894,Virginia,outpatients
VT,Albany,57422.24607,70,820.317801,44.558803,-72.577841,Vermont,outpatients
VT,Burlington,378137.8275,342,1105.666162,44.558803,-72.577841,Vermont,outpatients
VT,Lebanon,48650.59971,47,1035.119143,44.558803,-72.577841,Vermont,outpatients
WA,Everett,318399.2845,307,1037.13122,47.751074,-120.740139,Washington,outpatients
WA,Olympia,340249.6908,184,1849.183102,47.751074,-120.740139,Washington,outpatients
WA,Portland,250681.3676,246,1019.02995,47.751074,-120.740139,Washington,outpatients
WA,Seattle,1706011.964,1286,1326.603394,47.751074,-120.740139,Washington,outpatients
WA,Spokane,879031.6311,636,1382.125206,47.751074,-120.740139,Washington,outpatients
WA,Tacoma,668482.0789,276,2422.036518,47.751074,-120.740139,Washington,outpatients
WA,Yakima,155801.559,140,1112.868279,47.751074,-120.740139,Washington,outpatients
WI,Appleton,127640.654,146,874.2510547,43.78444,-88.787868,Wisconsin,outpatients
WI,Green Bay,547473.6147,462,1185.007824,43.78444,-88.787868,Wisconsin,outpatients
WI,La Crosse,151811.6715,152,998.7609968,43.78444,-88.787868,Wisconsin,outpatients
WI,Madison,1135362.313,932,1218.199906,43.78444,-88.787868,Wisconsin,outpatients
WI,Marshfield,445699.2139,361,1234.623861,43.78444,-88.787868,Wisconsin,outpatients
WI,Milwaukee,2288641.408,1643,1392.964947,43.78444,-88.787868,Wisconsin,outpatients
WI,Minneapolis,204156.7865,154,1325.693419,43.78444,-88.787868,Wisconsin,outpatients
WI,Neenah,200396.2715,209,958.8338347,43.78444,-88.787868,Wisconsin,outpatients
WI,Wausau,207883.3769,202,1029.125628,43.78444,-88.787868,Wisconsin,outpatients
WV,Charleston,824024.369,689,1195.971508,38.597626,-80.454903,West Virginia,outpatients
WV,Huntington,259798.2541,220,1180.901155,38.597626,-80.454903,West Virginia,outpatients
WV,Morgantown,313057.4302,330,948.6588793,38.597626,-80.454903,West Virginia,outpatients
WV,Pittsburgh,289653.9803,257,1127.058289,38.597626,-80.454903,West Virginia,outpatients
WV,Roanoke,155436.7324,117,1328.519081,38.597626,-80.454903,West Virginia,outpatients
WV,Winchester,64995.73323,66,984.7838368,38.597626,-80.454903,West Virginia,outpatients
WY,Billings,101795.1721,84,1211.847287,43.075968,-107.290284,Wyoming,outpatients
WY,Casper,209005.8769,115,1817.442408,43.075968,-107.290284,Wyoming,outpatients
WY,Fort Collins,151578.9507,106,1429.990101,43.075968,-107.290284,Wyoming,outpatients
WY,Salt Lake City,170262.4928,120,1418.854107,43.075968,-107.290284,Wyoming,outpatients
MD,,,,,39.045755,-76.641271,Maryland,outpatients
AK,Anchorage,"$403,995.43",318,"$1,270.43",63.588753,-154.493062,Alaska,outpatients
AL,Birmingham,"$3,721,993.76",1646,"$2,261.24",32.318231,-86.902298,Alabama,outpatients
AL,Columbus,"$20,254.59",12,"$1,687.88",32.318231,-86.902298,Alabama,outpatients
AL,Dothan,"$575,999.27",298,"$1,932.88",32.318231,-86.902298,Alabama,outpatients
AL,Huntsville,"$679,135.54",275,"$2,469.58",32.318231,-86.902298,Alabama,outpatients
AL,Meridian,"$1,563.95",3,$521.32,32.318231,-86.902298,Alabama,outpatients
AL,Mobile,"$709,039.40",464,"$1,528.10",32.318231,-86.902298,Alabama,outpatients
AL,Montgomery,"$504,270.71",347,"$1,453.23",32.318231,-86.902298,Alabama,outpatients
AL,Pensacola,"$206,276.90",115,"$1,793.71",32.318231,-86.902298,Alabama,outpatients
AL,Rome,"$88,626.74",29,"$3,056.09",32.318231,-86.902298,Alabama,outpatients
AL,Tupelo,"$25,197.37",19,"$1,326.18",32.318231,-86.902298,Alabama,outpatients
AL,Tuscaloosa,"$168,033.46",159,"$1,056.81",32.318231,-86.902298,Alabama,outpatients
AR,Fort Smith,"$354,171.49",234,"$1,513.55",35.20105,-91.831833,Arkansas,outpatients
AR,Jonesboro,"$208,293.93",187,"$1,113.87",35.20105,-91.831833,Arkansas,outpatients
AR,Little Rock,"$1,671,387.50",1305,"$1,280.76",35.20105,-91.831833,Arkansas,outpatients
AR,Memphis,"$167,424.69",112,"$1,494.86",35.20105,-91.831833,Arkansas,outpatients
AR,Springdale,"$566,054.24",307,"$1,843.82",35.20105,-91.831833,Arkansas,outpatients
AR,Springfield,"$93,755.48",76,"$1,233.62",35.20105,-91.831833,Arkansas,outpatients
AR,Texarkana,"$20,292.20",18,"$1,127.34",35.20105,-91.831833,Arkansas,outpatients
AZ,Las Vegas,"$189,498.62",94,"$2,015.94",34.048928,-111.093731,Arizona,outpatients
AZ,Mesa,"$787,175.24",360,"$2,186.60",34.048928,-111.093731,Arizona,outpatients
AZ,Phoenix,"$2,570,949.14",1333,"$1,928.69",34.048928,-111.093731,Arizona,outpatients
AZ,Sun City,"$221,312.90",109,"$2,030.39",34.048928,-111.093731,Arizona,outpatients
AZ,Tucson,"$856,331.16",541,"$1,582.87",34.048928,-111.093731,Arizona,outpatients
CA,Alameda County,"$871,323.87",392,"$2,222.76",36.778261,-119.417932,California,outpatients
CA,Bakersfield,"$562,663.25",317,"$1,774.96",36.778261,-119.417932,California,outpatients
CA,Chico,"$438,944.29",233,"$1,883.88",36.778261,-119.417932,California,outpatients
CA,Contra Costa County,"$783,840.15",324,"$2,419.26",36.778261,-119.417932,California,outpatients
CA,Fresno,"$524,533.28",312,"$1,681.20",36.778261,-119.417932,California,outpatients
CA,Los Angeles,"$7,060,153.53",2655,"$2,659.19",36.778261,-119.417932,California,outpatients
CA,Medford,"$63,694.53",42,"$1,516.54",36.778261,-119.417932,California,outpatients
CA,Modesto,"$854,053.09",334,"$2,557.05",36.778261,-119.417932,California,outpatients
CA,Napa,"$442,980.55",180,"$2,461.00",36.778261,-119.417932,California,outpatients
CA,Orange County,"$1,821,878.73",932,"$1,954.81",36.778261,-119.417932,California,outpatients
CA,Palm Springs/Rancho M,"$285,380.17",166,"$1,719.16",36.778261,-119.417932,California,outpatients
CA,Phoenix,"$20,569.41",13,"$1,582.26",36.778261,-119.417932,California,outpatients
CA,Redding,"$614,368.48",258,"$2,381.27",36.778261,-119.417932,California,outpatients
CA,Sacramento,"$2,072,768.34",923,"$2,245.69",36.778261,-119.417932,California,outpatients
CA,Salinas,"$338,619.16",199,"$1,701.60",36.778261,-119.417932,California,outpatients
CA,San Bernardino,"$1,460,046.84",638,"$2,288.47",36.778261,-119.417932,California,outpatients
CA,San Diego,"$2,008,728.81",1040,"$1,931.47",36.778261,-119.417932,California,outpatients
CA,San Francisco,"$1,453,525.03",678,"$2,143.84",36.778261,-119.417932,California,outpatients
CA,San Jose,"$1,059,191.53",402,"$2,634.80",36.778261,-119.417932,California,outpatients
CA,San Luis Obispo,"$325,731.72",125,"$2,605.85",36.778261,-119.417932,California,outpatients
CA,San Mateo County,"$846,695.72",330,"$2,565.74",36.778261,-119.417932,California,outpatients
CA,Santa Barbara,"$240,353.02",176,"$1,365.64",36.778261,-119.417932,California,outpatients
CA,Santa Cruz,"$336,406.86",99,"$3,398.05",36.778261,-119.417932,California,outpatients
CA,Santa Rosa,"$489,310.21",204,"$2,398.58",36.778261,-119.417932,California,outpatients
CA,Stockton,"$623,077.78",203,"$3,069.35",36.778261,-119.417932,California,outpatients
CA,Ventura,"$779,350.19",300,"$2,597.83",36.778261,-119.417932,California,outpatients
CO,Albuquerque,"$111,111.77",59,"$1,883.25",39.550051,-105.782067,Colorado,outpatients
CO,Boulder,"$406,887.97",189,"$2,152.85",39.550051,-105.782067,Colorado,outpatients
CO,Colorado Springs,"$410,959.69",291,"$1,412.23",39.550051,-105.782067,Colorado,outpatients
CO,Denver,"$2,076,286.58",1068,"$1,944.09",39.550051,-105.782067,Colorado,outpatients
CO,Fort Collins,"$116,463.46",78,"$1,493.12",39.550051,-105.782067,Colorado,outpatients
CO,Grand Junction,"$372,780.26",265,"$1,406.72",39.550051,-105.782067,Colorado,outpatients
CO,Greeley,"$430,573.34",293,"$1,469.53",39.550051,-105.782067,Colorado,outpatients
CO,Pueblo,"$222,688.94",135,"$1,649.55",39.550051,-105.782067,Colorado,outpatients
CT,Bridgeport,"$611,370.95",347,"$1,761.88",41.603221,-73.087749,Connecticut,outpatients
CT,Hartford,"$1,315,820.89",974,"$1,350.95",41.603221,-73.087749,Connecticut,outpatients
CT,New Haven,"$1,158,884.99",683,"$1,696.76",41.603221,-73.087749,Connecticut,outpatients
DC,Washington,"$742,526.86",484,"$1,534.15",38.905985,-77.033418,District of Columbia,outpatients
DE,Salisbury,"$142,893.99",146,$978.73,38.910832,-75.52767,Delaware,outpatients
DE,Wilmington,"$212,237.14",171,"$1,241.15",38.910832,-75.52767,Delaware,outpatients
FL,Bradenton,"$300,713.94",129,"$2,331.12",27.664827,-81.515754,Florida,outpatients
FL,Clearwater,"$579,101.96",310,"$1,868.07",27.664827,-81.515754,Florida,outpatients
FL,Dothan,"$52,592.56",45,"$1,168.72",27.664827,-81.515754,Florida,outpatients
FL,Fort Lauderdale,"$2,720,185.33",1241,"$2,191.93",27.664827,-81.515754,Florida,outpatients
FL,Fort Myers,"$1,145,902.78",525,"$2,182.67",27.664827,-81.515754,Florida,outpatients
FL,Gainesville,"$600,384.73",247,"$2,430.71",27.664827,-81.515754,Florida,outpatients
FL,Hudson,"$810,155.56",212,"$3,821.49",27.664827,-81.515754,Florida,outpatients
FL,Jacksonville,"$1,603,575.85",629,"$2,549.41",27.664827,-81.515754,Florida,outpatients
FL,Lakeland,"$337,552.70",136,"$2,482.01",27.664827,-81.515754,Florida,outpatients
FL,Miami,"$2,649,085.34",1026,"$2,581.95",27.664827,-81.515754,Florida,outpatients
FL,Ocala,"$480,333.25",241,"$1,993.08",27.664827,-81.515754,Florida,outpatients
FL,Orlando,"$3,486,366.32",1558,"$2,237.72",27.664827,-81.515754,Florida,outpatients
FL,Ormond Beach,"$388,572.24",298,"$1,303.93",27.664827,-81.515754,Florida,outpatients
FL,Panama City,"$278,311.13",128,"$2,174.31",27.664827,-81.515754,Florida,outpatients
FL,Pensacola,"$1,691,673.21",569,"$2,973.06",27.664827,-81.515754,Florida,outpatients
FL,Sarasota,"$700,469.60",303,"$2,311.78",27.664827,-81.515754,Florida,outpatients
FL,St. Petersburg,"$573,202.13",275,"$2,084.37",27.664827,-81.515754,Florida,outpatients
FL,Tallahassee,"$237,615.78",143,"$1,661.65",27.664827,-81.515754,Florida,outpatients
FL,Tampa,"$1,457,728.90",528,"$2,760.85",27.664827,-81.515754,Florida,outpatients
GA,Albany,"$180,834.03",119,"$1,519.61",32.157435,-82.907123,Georgia,outpatients
GA,Atlanta,"$4,856,106.76",2623,"$1,851.36",32.157435,-82.907123,Georgia,outpatients
GA,Augusta,"$619,221.84",420,"$1,474.34",32.157435,-82.907123,Georgia,outpatients
GA,Chattanooga,"$62,209.60",52,"$1,196.34",32.157435,-82.907123,Georgia,outpatients
GA,Columbus,"$229,895.88",185,"$1,242.68",32.157435,-82.907123,Georgia,outpatients
GA,Dothan,"$17,167.72",21,$817.51,32.157435,-82.907123,Georgia,outpatients
GA,Jacksonville,"$257,619.96",205,"$1,256.68",32.157435,-82.907123,Georgia,outpatients
GA,Macon,"$924,478.99",616,"$1,500.78",32.157435,-82.907123,Georgia,outpatients
GA,Rome,"$316,454.07",183,"$1,729.26",32.157435,-82.907123,Georgia,outpatients
GA,Savannah,"$648,468.44",385,"$1,684.33",32.157435,-82.907123,Georgia,outpatients
GA,Tallahassee,"$429,654.19",372,"$1,154.98",32.157435,-82.907123,Georgia,outpatients
HI,Honolulu,"$562,524.50",457,"$1,230.91",19.898682,-155.665857,Hawaii,outpatients
IA,Cedar Rapids,"$279,973.53",177,"$1,581.77",41.878003,-93.097702,Iowa,outpatients
IA,Davenport,"$292,519.24",274,"$1,067.59",41.878003,-93.097702,Iowa,outpatients
IA,Des Moines,"$796,266.69",613,"$1,298.97",41.878003,-93.097702,Iowa,outpatients
IA,Dubuque,"$140,401.20",126,"$1,114.30",41.878003,-93.097702,Iowa,outpatients
IA,Iowa City,"$474,093.27",410,"$1,156.33",41.878003,-93.097702,Iowa,outpatients
IA,Mason City,"$79,834.19",84,$950.41,41.878003,-93.097702,Iowa,outpatients
IA,Omaha,"$190,681.41",116,"$1,643.81",41.878003,-93.097702,Iowa,outpatients
IA,Sioux City,"$125,153.18",119,"$1,051.71",41.878003,-93.097702,Iowa,outpatients
IA,Sioux Falls,"$123,276.15",120,"$1,027.30",41.878003,-93.097702,Iowa,outpatients
IA,Waterloo,"$262,315.62",206,"$1,273.38",41.878003,-93.097702,Iowa,outpatients
ID,Boise,"$368,461.80",392,$939.95,44.068202,-114.742041,Idaho,outpatients
ID,Idaho Falls,"$129,619.53",169,$766.98,44.068202,-114.742041,Idaho,outpatients
ID,Salt Lake City,"$63,404.75",62,"$1,022.66",44.068202,-114.742041,Idaho,outpatients
ID,Spokane,"$144,173.17",174,$828.58,44.068202,-114.742041,Idaho,outpatients
IL,Aurora,"$314,249.85",127,"$2,474.41",40.633125,-89.398528,Illinois,outpatients
IL,Bloomington,"$270,341.09",191,"$1,415.40",40.633125,-89.398528,Illinois,outpatients
IL,Blue Island,"$972,160.45",533,"$1,823.94",40.633125,-89.398528,Illinois,outpatients
IL,Chicago,"$2,514,498.59",1533,"$1,640.25",40.633125,-89.398528,Illinois,outpatients
IL,Davenport,"$155,950.10",141,"$1,106.03",40.633125,-89.398528,Illinois,outpatients
IL,Elgin,"$573,524.32",322,"$1,781.13",40.633125,-89.398528,Illinois,outpatients
IL,Evanston,"$810,851.17",476,"$1,703.47",40.633125,-89.398528,Illinois,outpatients
IL,Evansville,"$133,434.97",87,"$1,533.74",40.633125,-89.398528,Illinois,outpatients
IL,Hinsdale,"$544,319.89",277,"$1,965.05",40.633125,-89.398528,Illinois,outpatients
IL,Joliet,"$659,796.90",349,"$1,890.54",40.633125,-89.398528,Illinois,outpatients
IL,Melrose Park,"$1,494,633.93",810,"$1,845.23",40.633125,-89.398528,Illinois,outpatients
IL,Milwaukee,"$383,251.31",163,"$2,351.24",40.633125,-89.398528,Illinois,outpatients
IL,Paducah,"$169,759.91",51,"$3,328.63",40.633125,-89.398528,Illinois,outpatients
IL,Peoria,"$1,217,824.13",694,"$1,754.79",40.633125,-89.398528,Illinois,outpatients
IL,Rockford,"$922,454.86",586,"$1,574.16",40.633125,-89.398528,Illinois,outpatients
IL,Springfield,"$1,065,203.61",635,"$1,677.49",40.633125,-89.398528,Illinois,outpatients
IL,St. Louis,"$1,475,571.66",803,"$1,837.57",40.633125,-89.398528,Illinois,outpatients
IL,Urbana,"$437,047.33",297,"$1,471.54",40.633125,-89.398528,Illinois,outpatients
IN,Cincinnati,"$69,973.22",60,"$1,166.22",40.551217,-85.602364,Indiana,outpatients
IN,Evansville,"$598,041.06",376,"$1,590.53",40.551217,-85.602364,Indiana,outpatients
IN,Fort Wayne,"$914,139.47",504,"$1,813.77",40.551217,-85.602364,Indiana,outpatients
IN,Gary,"$707,905.27",432,"$1,638.67",40.551217,-85.602364,Indiana,outpatients
IN,Indianapolis,"$3,426,677.10",2221,"$1,542.85",40.551217,-85.602364,Indiana,outpatients
IN,Lafayette,"$324,684.89",151,"$2,150.23",40.551217,-85.602364,Indiana,outpatients
IN,Louisville,"$350,581.01",262,"$1,338.10",40.551217,-85.602364,Indiana,outpatients
IN,Muncie,"$113,765.80",66,"$1,723.72",40.551217,-85.602364,Indiana,outpatients
IN,Munster,"$518,956.24",299,"$1,735.64",40.551217,-85.602364,Indiana,outpatients
IN,South Bend,"$570,728.52",426,"$1,339.74",40.551217,-85.602364,Indiana,outpatients
IN,Terre Haute,"$304,127.09",134,"$2,269.61",40.551217,-85.602364,Indiana,outpatients
KS,Amarillo,"$15,601.34",31,$503.27,39.011902,-98.484246,Kansas,outpatients
KS,Joplin,"$132,832.46",89,"$1,492.50",39.011902,-98.484246,Kansas,outpatients
KS,Kansas City,"$1,359,429.93",748,"$1,817.42",39.011902,-98.484246,Kansas,outpatients
KS,Topeka,"$503,454.93",394,"$1,277.80",39.011902,-98.484246,Kansas,outpatients
KS,Tulsa,"$43,455.67",51,$852.07,39.011902,-98.484246,Kansas,outpatients
KS,Wichita,"$1,227,664.56",917,"$1,338.78",39.011902,-98.484246,Kansas,outpatients
KY,Covington,"$207,950.18",189,"$1,100.27",37.839333,-84.270018,Kentucky,outpatients
KY,Evansville,"$122,976.19",63,"$1,952.00",37.839333,-84.270018,Kentucky,outpatients
KY,Huntington,"$452,515.38",211,"$2,144.62",37.839333,-84.270018,Kentucky,outpatients
KY,Knoxville,"$77,668.98",79,$983.15,37.839333,-84.270018,Kentucky,outpatients
KY,Lexington,"$2,303,702.26",1384,"$1,664.52",37.839333,-84.270018,Kentucky,outpatients
KY,Louisville,"$1,528,994.31",888,"$1,721.84",37.839333,-84.270018,Kentucky,outpatients
KY,Nashville,"$416,036.54",265,"$1,569.95",37.839333,-84.270018,Kentucky,outpatients
KY,Owensboro,"$101,573.18",82,"$1,238.70",37.839333,-84.270018,Kentucky,outpatients
KY,Paducah,"$593,855.39",343,"$1,731.36",37.839333,-84.270018,Kentucky,outpatients
LA,Alexandria,"$494,889.65",245,"$2,019.96",31.244823,-92.145024,Louisiana,outpatients
LA,Baton Rouge,"$540,947.34",362,"$1,494.33",31.244823,-92.145024,Louisiana,outpatients
LA,Houma,"$244,527.35",134,"$1,824.83",31.244823,-92.145024,Louisiana,outpatients
LA,Lafayette,"$729,095.36",479,"$1,522.12",31.244823,-92.145024,Louisiana,outpatients
LA,Lake Charles,"$398,960.05",251,"$1,589.48",31.244823,-92.145024,Louisiana,outpatients
LA,Metairie,"$599,644.74",332,"$1,806.16",31.244823,-92.145024,Louisiana,outpatients
LA,Monroe,"$448,918.45",349,"$1,286.30",31.244823,-92.145024,Louisiana,outpatients
LA,New Orleans,"$517,467.92",405,"$1,277.70",31.244823,-92.145024,Louisiana,outpatients
LA,Shreveport,"$799,141.54",571,"$1,399.55",31.244823,-92.145024,Louisiana,outpatients
LA,Slidell,"$317,445.71",130,"$2,441.89",31.244823,-92.145024,Louisiana,outpatients
MA,Albany,"$116,151.98",98,"$1,185.22",42.407211,-71.382437,Massachusetts,outpatients
MA,Boston,"$3,647,785.88",3101,"$1,176.33",42.407211,-71.382437,Massachusetts,outpatients
MA,Providence,"$77,906.16",78,$998.80,42.407211,-71.382437,Massachusetts,outpatients
MA,Springfield,"$467,361.91",529,$883.48,42.407211,-71.382437,Massachusetts,outpatients
MA,Worcester,"$501,983.17",447,"$1,123.00",42.407211,-71.382437,Massachusetts,outpatients
ME,Bangor,"$347,373.81",452,$768.53,45.253783,-69.445469,Maine,outpatients
ME,Portland,"$819,801.96",1018,$805.31,45.253783,-69.445469,Maine,outpatients
MI,Ann Arbor,"$855,245.45",653,"$1,309.72",44.314844,-85.602364,Michigan,outpatients
MI,Dearborn,"$426,232.68",273,"$1,561.29",44.314844,-85.602364,Michigan,outpatients
MI,Detroit,"$1,071,389.09",968,"$1,106.81",44.314844,-85.602364,Michigan,outpatients
MI,Flint,"$406,492.83",287,"$1,416.35",44.314844,-85.602364,Michigan,outpatients
MI,Grand Rapids,"$476,201.94",510,$933.73,44.314844,-85.602364,Michigan,outpatients
MI,Green Bay,"$83,237.48",73,"$1,140.24",44.314844,-85.602364,Michigan,outpatients
MI,Kalamazoo,"$521,412.37",455,"$1,145.96",44.314844,-85.602364,Michigan,outpatients
MI,Lansing,"$510,022.79",443,"$1,151.29",44.314844,-85.602364,Michigan,outpatients
MI,Marquette,"$149,508.08",157,$952.28,44.314844,-85.602364,Michigan,outpatients
MI,Muskegon,"$246,444.24",198,"$1,244.67",44.314844,-85.602364,Michigan,outpatients
MI,Petoskey,"$193,005.53",196,$984.72,44.314844,-85.602364,Michigan,outpatients
MI,Pontiac,"$292,904.51",244,"$1,200.43",44.314844,-85.602364,Michigan,outpatients
MI,Royal Oak,"$477,084.50",427,"$1,117.29",44.314844,-85.602364,Michigan,outpatients
MI,Saginaw,"$554,768.93",552,"$1,005.02",44.314844,-85.602364,Michigan,outpatients
MI,St. Joseph,"$124,542.23",124,"$1,004.37",44.314844,-85.602364,Michigan,outpatients
MI,Toledo,"$52,375.64",43,"$1,218.04",44.314844,-85.602364,Michigan,outpatients
MI,Traverse City,"$134,222.11",135,$994.24,44.314844,-85.602364,Michigan,outpatients
MN,Duluth,"$263,678.83",279,$945.09,46.729553,-94.6859,Minnesota,outpatients
MN,Fargo/Moorhead MN,"$187,536.84",213,$880.45,46.729553,-94.6859,Minnesota,outpatients
MN,La Crosse,"$52,750.36",66,$799.25,46.729553,-94.6859,Minnesota,outpatients
MN,Minneapolis,"$1,993,224.00",1741,"$1,144.87",46.729553,-94.6859,Minnesota,outpatients
MN,Rochester,"$470,781.90",477,$986.96,46.729553,-94.6859,Minnesota,outpatients
MN,Sioux Falls,"$52,160.83",55,$948.38,46.729553,-94.6859,Minnesota,outpatients
MN,St. Cloud,"$107,905.36",89,"$1,212.42",46.729553,-94.6859,Minnesota,outpatients
MN,St. Paul,"$631,235.23",425,"$1,485.26",46.729553,-94.6859,Minnesota,outpatients
MO,Cape Girardeau,"$506,653.61",295,"$1,717.47",37.964253,-91.831833,Missouri,outpatients
MO,Columbia,"$927,933.80",741,"$1,252.27",37.964253,-91.831833,Missouri,outpatients
MO,Jonesboro,"$132,070.83",47,"$2,810.02",37.964253,-91.831833,Missouri,outpatients
MO,Joplin,"$248,849.94",185,"$1,345.13",37.964253,-91.831833,Missouri,outpatients
MO,Kansas City,"$1,843,828.13",1263,"$1,459.88",37.964253,-91.831833,Missouri,outpatients
MO,Springfield,"$754,620.44",583,"$1,294.37",37.964253,-91.831833,Missouri,outpatients
MO,St. Louis,"$2,487,435.30",1554,"$1,600.67",37.964253,-91.831833,Missouri,outpatients
MS,Birmingham,"$36,444.80",39,$934.48,32.354668,-89.398528,Mississippi,outpatients
MS,Gulfport,"$455,674.01",195,"$2,336.79",32.354668,-89.398528,Mississippi,outpatients
MS,Hattiesburg,"$326,157.85",210,"$1,553.13",32.354668,-89.398528,Mississippi,outpatients
MS,Jackson,"$1,498,745.63",830,"$1,805.72",32.354668,-89.398528,Mississippi,outpatients
MS,Memphis,"$456,063.77",298,"$1,530.42",32.354668,-89.398528,Mississippi,outpatients
MS,Meridian,"$184,849.78",155,"$1,192.58",32.354668,-89.398528,Mississippi,outpatients
MS,Mobile,"$184,694.55",107,"$1,726.12",32.354668,-89.398528,Mississippi,outpatients
MS,Oxford,"$238,309.17",173,"$1,377.51",32.354668,-89.398528,Mississippi,outpatients
MS,Slidell,"$89,639.09",67,"$1,337.90",32.354668,-89.398528,Mississippi,outpatients
MS,Tupelo,"$534,253.13",351,"$1,522.09",32.354668,-89.398528,Mississippi,outpatients
MT,Billings,"$237,097.12",341,$695.30,46.879682,-110.362566,Montana,outpatients
MT,Great Falls,"$119,116.19",143,$832.98,46.879682,-110.362566,Montana,outpatients
MT,Missoula,"$249,556.65",282,$884.95,46.879682,-110.362566,Montana,outpatients
