provider_state,city,apc,apc_count,apc_total_payments,avg_pay_apc
ID,Boise,0608 - Level 5 Hospital Clinic Visits,2,329.6207692,164.8103846
ID,Boise,0631 - Level 1 Examinations & Related Services,2,145.56324074,72.78162037
ID,Boise,0632 - Level 2 Examinations & Related Services,3,276.11071465,92.0369048833333
ID,Boise,0634 - Hospital Clinic Visits,5,438.65936626,87.731873252
ID,Boise,0690 - Level I Electronic Analysis of Devices,12,396.7304173,33.0608681083333
ID,Boise,0692 - Level II Electronic Analysis of Devices,11,1175.2140992,106.837645381818
ID,Idaho Falls,0012 - Level I Debridement & Destruction,1,15.68923077,15.68923077
ID,Idaho Falls,0013 - Level II Debridement & Destruction,8,515.98891237,64.49861404625
ID,Idaho Falls,0015 - Level III Debridement & Destruction,8,856.81291768,107.10161471
ID,Idaho Falls,0020 - Level II Excision/ Biopsy,2,1155.7045455,577.85227275
ID,Idaho Falls,0074 - Level IV Endoscopy Upper Airway,1,1234.322353,1234.322353
ID,Idaho Falls,0078 - Level III Pulmonary Treatment,10,965.85988407,96.585988407
ID,Idaho Falls,0096 - Level II Noninvasive Physiologic Studies,7,753.14233908,107.591762725714
ID,Idaho Falls,0203 - Level IV Nerve Injections,2,2529.340457,1264.6702285
ID,Idaho Falls,0204 - Level I Nerve Injections,9,1540.575838,171.175093111111
ID,Idaho Falls,0206 - Level II Nerve Injections,4,1109.5886509,277.397162725
ID,Idaho Falls,0207 - Level III Nerve Injections,9,4538.2438338,504.249314866667
ID,Idaho Falls,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",5,3100.6355937,620.12711874
ID,Idaho Falls,0265 - Level I Diagnostic and Screening Ultrasound,8,526.71973869,65.83996733625
ID,Idaho Falls,0267 - Level III Diagnostic and Screening Ultrasound,12,1785.6436933,148.803641108333
ID,Idaho Falls,0269 - Level II Echocardiogram Without Contrast,12,4386.2425173,365.520209775
ID,Idaho Falls,0270 - Level III Echocardiogram Without Contrast,2,1111.1741667,555.58708335
ID,Idaho Falls,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,12,3618.3969628,301.533080233333
ID,Idaho Falls,0368 - Level II Pulmonary Tests,8,485.1311576,60.6413947
ID,Idaho Falls,0369 - Level III Pulmonary Tests,1,226.9541667,226.9541667
ID,Idaho Falls,0377 - Level II Cardiac Imaging,8,5716.9539953,714.6192494125
ID,Idaho Falls,0604 - Level 1 Hospital Clinic Visits,9,452.07899814,50.2309997933333
ID,Idaho Falls,0605 - Level 2 Hospital Clinic Visits,6,420.04826241,70.008043735
ID,Idaho Falls,0606 - Level 3 Hospital Clinic Visits,6,557.95149202,92.9919153366666
ID,Idaho Falls,0607 - Level 4 Hospital Clinic Visits,4,491.0941127,122.773528175
ID,Idaho Falls,0608 - Level 5 Hospital Clinic Visits,3,496.6220585,165.540686166667
ID,Idaho Falls,0632 - Level 2 Examinations & Related Services,1,91.53909091,91.53909091
ID,Idaho Falls,0634 - Hospital Clinic Visits,3,254.43931515,84.81310505
ID,Idaho Falls,0690 - Level I Electronic Analysis of Devices,4,129.36785701,32.3419642525
ID,Idaho Falls,0692 - Level II Electronic Analysis of Devices,4,432.0295194,108.00737985
ID,Salt Lake City,0013 - Level II Debridement & Destruction,4,250.15552382,62.538880955
ID,Salt Lake City,0015 - Level III Debridement & Destruction,4,432.72964526,108.182411315
ID,Salt Lake City,0078 - Level III Pulmonary Treatment,4,406.36488099,101.5912202475
ID,Salt Lake City,0096 - Level II Noninvasive Physiologic Studies,2,226.7233333,113.36166665
ID,Salt Lake City,0207 - Level III Nerve Injections,4,2158.3459977,539.586499425
ID,Salt Lake City,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",3,2238.0000999,746.0000333
ID,Salt Lake City,0265 - Level I Diagnostic and Screening Ultrasound,4,264.66378235,66.1659455875
ID,Salt Lake City,0267 - Level III Diagnostic and Screening Ultrasound,4,615.2569244,153.8142311
ID,Salt Lake City,0269 - Level II Echocardiogram Without Contrast,3,974.7480701,324.916023366667
ID,Salt Lake City,0270 - Level III Echocardiogram Without Contrast,1,566.84,566.84
ID,Salt Lake City,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1244.037378,311.0093445
ID,Salt Lake City,0368 - Level II Pulmonary Tests,3,174.44512078,58.1483735933333
ID,Salt Lake City,0377 - Level II Cardiac Imaging,4,3071.7022371,767.925559275
ID,Salt Lake City,0604 - Level 1 Hospital Clinic Visits,3,154.56273028,51.5209100933333
ID,Salt Lake City,0605 - Level 2 Hospital Clinic Visits,3,209.62028238,69.87342746
ID,Salt Lake City,0606 - Level 3 Hospital Clinic Visits,3,277.98102179,92.6603405966667
ID,Salt Lake City,0607 - Level 4 Hospital Clinic Visits,3,360.9787407,120.3262469
ID,Salt Lake City,0634 - Hospital Clinic Visits,1,87.33969472,87.33969472
ID,Salt Lake City,0690 - Level I Electronic Analysis of Devices,1,33.601875,33.601875
ID,Salt Lake City,0692 - Level II Electronic Analysis of Devices,4,426.4605638,106.61514095
ID,Spokane,0012 - Level I Debridement & Destruction,3,90.32287771,30.1076259033333
ID,Spokane,0013 - Level II Debridement & Destruction,10,683.82490239,68.382490239
ID,Spokane,0015 - Level III Debridement & Destruction,5,560.1580545,112.0316109
ID,Spokane,0019 - Level I Excision/ Biopsy,2,601.3923422,300.6961711
ID,Spokane,0020 - Level II Excision/ Biopsy,4,2380.2711749,595.067793725
ID,Spokane,0073 - Level III Endoscopy Upper Airway,1,1241.22,1241.22
ID,Spokane,0078 - Level III Pulmonary Treatment,8,845.73096825,105.71637103125
ID,Spokane,0096 - Level II Noninvasive Physiologic Studies,4,472.4935857,118.123396425
ID,Spokane,0204 - Level I Nerve Injections,11,2012.0401133,182.912737572727
ID,Spokane,0206 - Level II Nerve Injections,5,1543.3158865,308.6631773
ID,Spokane,0207 - Level III Nerve Injections,9,4704.7535979,522.750399766667
ID,Spokane,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",10,7374.7148895,737.47148895
ID,Spokane,0265 - Level I Diagnostic and Screening Ultrasound,8,549.30816532,68.663520665
ID,Spokane,0267 - Level III Diagnostic and Screening Ultrasound,11,1754.0996833,159.463607572727
ID,Spokane,0269 - Level II Echocardiogram Without Contrast,8,3156.4390502,394.554881275
ID,Spokane,0270 - Level III Echocardiogram Without Contrast,3,1727.089131,575.696377
ID,Spokane,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,12,3892.9515951,324.412632925
ID,Spokane,0368 - Level II Pulmonary Tests,8,536.59907114,67.0748838925
ID,Spokane,0369 - Level III Pulmonary Tests,2,476.9815385,238.49076925
ID,Spokane,0377 - Level II Cardiac Imaging,8,6370.7823068,796.34778835
ID,Spokane,0604 - Level 1 Hospital Clinic Visits,6,325.62206328,54.27034388
ID,Spokane,0605 - Level 2 Hospital Clinic Visits,5,364.31207869,72.862415738
ID,Spokane,0606 - Level 3 Hospital Clinic Visits,4,378.15263352,94.53815838
ID,Spokane,0607 - Level 4 Hospital Clinic Visits,4,515.136389,128.78409725
ID,Spokane,0608 - Level 5 Hospital Clinic Visits,6,1027.6484659,171.274744316667
ID,Spokane,0631 - Level 1 Examinations & Related Services,1,76.82,76.82
ID,Spokane,0632 - Level 2 Examinations & Related Services,1,98.42111111,98.42111111
ID,Spokane,0634 - Hospital Clinic Visits,3,272.21481722,90.7382724066667
ID,Spokane,0690 - Level I Electronic Analysis of Devices,5,175.85464449,35.170928898
ID,Spokane,0692 - Level II Electronic Analysis of Devices,7,769.4698212,109.924260171429
IL,Aurora,0013 - Level II Debridement & Destruction,3,228.95624513,76.3187483766667
IL,Aurora,0015 - Level III Debridement & Destruction,3,352.3565535,117.4521845
IL,Aurora,0020 - Level II Excision/ Biopsy,2,1196.5416667,598.27083335
IL,Aurora,0074 - Level IV Endoscopy Upper Airway,1,1369.676364,1369.676364
IL,Aurora,0078 - Level III Pulmonary Treatment,6,605.39622065,100.899370108333
IL,Aurora,0096 - Level II Noninvasive Physiologic Studies,6,700.7339491,116.788991516667
IL,Aurora,0203 - Level IV Nerve Injections,3,3344.5086957,1114.8362319
IL,Aurora,0204 - Level I Nerve Injections,8,1455.6039138,181.950489225
IL,Aurora,0206 - Level II Nerve Injections,3,863.1212122,287.707070733333
IL,Aurora,0207 - Level III Nerve Injections,6,3204.841365,534.1402275
IL,Aurora,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",3,2410.3033699,803.434456633333
IL,Aurora,0265 - Level I Diagnostic and Screening Ultrasound,8,561.53737171,70.19217146375
IL,Aurora,0267 - Level III Diagnostic and Screening Ultrasound,8,1313.760164,164.2200205
IL,Aurora,0269 - Level II Echocardiogram Without Contrast,8,3238.6806652,404.83508315
IL,Aurora,0270 - Level III Echocardiogram Without Contrast,8,4610.0218194,576.252727425
IL,Aurora,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,7,2385.6758601,340.810837157143
IL,Aurora,0368 - Level II Pulmonary Tests,6,374.06046472,62.3434107866667
IL,Aurora,0377 - Level II Cardiac Imaging,8,6543.7306788,817.96633485
IL,Aurora,0604 - Level 1 Hospital Clinic Visits,5,273.50352424,54.700704848
IL,Aurora,0605 - Level 2 Hospital Clinic Visits,6,448.88682349,74.8144705816667
IL,Aurora,0606 - Level 3 Hospital Clinic Visits,4,393.06545721,98.2663643025
IL,Aurora,0607 - Level 4 Hospital Clinic Visits,4,523.6134837,130.903370925
IL,Aurora,0608 - Level 5 Hospital Clinic Visits,2,348.6722222,174.3361111
IL,Aurora,0633 - Level 3 Examinations & Related Services,1,327.47,327.47
IL,Aurora,0634 - Hospital Clinic Visits,1,93.41311628,93.41311628
IL,Aurora,0690 - Level I Electronic Analysis of Devices,4,142.0877877,35.521946925
IL,Aurora,0692 - Level II Electronic Analysis of Devices,3,322.9809946,107.660331533333
IL,Bloomington,0013 - Level II Debridement & Destruction,8,486.22820925,60.77852615625
IL,Bloomington,0015 - Level III Debridement & Destruction,8,854.4941279,106.8117659875
IL,Bloomington,0020 - Level II Excision/ Biopsy,1,601.632381,601.632381
IL,Bloomington,0078 - Level III Pulmonary Treatment,10,1028.16243494,102.816243494
IL,Bloomington,0096 - Level II Noninvasive Physiologic Studies,4,431.4295476,107.8573869
IL,Bloomington,0203 - Level IV Nerve Injections,1,1401.947333,1401.947333
IL,Bloomington,0204 - Level I Nerve Injections,10,1857.9561178,185.79561178
IL,Bloomington,0206 - Level II Nerve Injections,8,2218.2232845,277.2779105625
IL,Bloomington,0207 - Level III Nerve Injections,8,4554.1085454,569.263568175
IL,Bloomington,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",2,1701.6015756,850.8007878
IL,Bloomington,0265 - Level I Diagnostic and Screening Ultrasound,12,835.77953538,69.648294615
IL,Bloomington,0267 - Level III Diagnostic and Screening Ultrasound,12,1948.5242355,162.377019625
IL,Bloomington,0269 - Level II Echocardiogram Without Contrast,11,4356.6688138,396.060801254545
IL,Bloomington,0270 - Level III Echocardiogram Without Contrast,12,6819.8397892,568.319982433333
IL,Bloomington,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,12,4040.5139599,336.709496658333
IL,Bloomington,0368 - Level II Pulmonary Tests,12,819.26881309,68.2724010908333
IL,Bloomington,0369 - Level III Pulmonary Tests,5,988.2586425,197.6517285
IL,Bloomington,0377 - Level II Cardiac Imaging,12,9698.7091906,808.225765883333
IL,Bloomington,0604 - Level 1 Hospital Clinic Visits,9,488.02908528,54.22545392
IL,Bloomington,0605 - Level 2 Hospital Clinic Visits,9,665.24854609,73.9165051211111
IL,Bloomington,0606 - Level 3 Hospital Clinic Visits,9,875.63773808,97.2930820088889
IL,Bloomington,0607 - Level 4 Hospital Clinic Visits,6,742.0444196,123.674069933333
IL,Bloomington,0608 - Level 5 Hospital Clinic Visits,5,833.0134524,166.60269048
IL,Bloomington,0634 - Hospital Clinic Visits,3,274.02969657,91.34323219
IL,Bloomington,0690 - Level I Electronic Analysis of Devices,2,73.12214286,36.56107143
IL,Blue Island,0013 - Level II Debridement & Destruction,16,1073.1238579,67.07024111875
IL,Blue Island,0015 - Level III Debridement & Destruction,20,2246.61004736,112.330502368
IL,Blue Island,0019 - Level I Excision/ Biopsy,14,4540.2472707,324.303376478571
IL,Blue Island,0020 - Level II Excision/ Biopsy,22,13192.7128774,599.668767154545
IL,Blue Island,0074 - Level IV Endoscopy Upper Airway,3,4253.754524,1417.91817466667
IL,Blue Island,0078 - Level III Pulmonary Treatment,22,2278.16626994,103.55301227
IL,Blue Island,0096 - Level II Noninvasive Physiologic Studies,25,2824.3072189,112.972288756
IL,Blue Island,0203 - Level IV Nerve Injections,2,3086.534813,1543.2674065
IL,Blue Island,0204 - Level I Nerve Injections,23,4338.6588626,188.637341852174
IL,Blue Island,0206 - Level II Nerve Injections,3,924.5302222,308.176740733333
IL,Blue Island,0207 - Level III Nerve Injections,28,15652.588081,559.021002892857
IL,Blue Island,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",22,17284.7904663,785.672293922727
IL,Blue Island,0231 - Level III Eye Tests & Treatments,1,181.7,181.7
IL,Blue Island,0265 - Level I Diagnostic and Screening Ultrasound,28,1974.65657988,70.5234492814286
IL,Blue Island,0267 - Level III Diagnostic and Screening Ultrasound,28,4606.3543774,164.512656335714
IL,Blue Island,0269 - Level II Echocardiogram Without Contrast,28,11342.741477,405.097909892857
IL,Blue Island,0270 - Level III Echocardiogram Without Contrast,28,16147.8014069,576.707193103571
IL,Blue Island,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,27,9186.7684643,340.250683862963
IL,Blue Island,0368 - Level II Pulmonary Tests,26,1796.964172,69.1140066153846
IL,Blue Island,0369 - Level III Pulmonary Tests,11,2206.7534512,200.613950109091
IL,Blue Island,0377 - Level II Cardiac Imaging,28,22872.064681,816.859452892857
IL,Blue Island,0604 - Level 1 Hospital Clinic Visits,19,1047.33860024,55.1230842231579
IL,Blue Island,0605 - Level 2 Hospital Clinic Visits,21,1569.00140694,74.7143527114286
IL,Blue Island,0606 - Level 3 Hospital Clinic Visits,17,1677.27475296,98.663220762353
IL,Blue Island,0607 - Level 4 Hospital Clinic Visits,14,1824.0041016,130.286007257143
IL,Blue Island,0608 - Level 5 Hospital Clinic Visits,8,1406.1724329,175.7715541125
IL,Blue Island,0633 - Level 3 Examinations & Related Services,1,327.47,327.47
IL,Blue Island,0634 - Hospital Clinic Visits,7,644.06550147,92.0093573528571
IL,Blue Island,0690 - Level I Electronic Analysis of Devices,20,707.80208265,35.3901041325
IL,Blue Island,0692 - Level II Electronic Analysis of Devices,16,1805.7188562,112.8574285125
IL,Blue Island,0698 - Level II Eye Tests & Treatments,5,362.86350826,72.572701652
IL,Chicago,0012 - Level I Debridement & Destruction,14,342.48098452,24.4629274657143
IL,Chicago,0013 - Level II Debridement & Destruction,52,3324.06972637,63.9244178148077
IL,Chicago,0015 - Level III Debridement & Destruction,60,6696.34482647,111.605747107833
IL,Chicago,0017 - Level V Debridement & Destruction,1,1509.322174,1509.322174
IL,Chicago,0019 - Level I Excision/ Biopsy,22,6974.1483074,317.006741245455
IL,Chicago,0020 - Level II Excision/ Biopsy,41,24378.9650446,594.608903526829
IL,Chicago,0073 - Level III Endoscopy Upper Airway,12,6369.3660427,530.780503558333
IL,Chicago,0074 - Level IV Endoscopy Upper Airway,20,30423.702569,1521.18512845
IL,Chicago,0078 - Level III Pulmonary Treatment,72,7565.70723851,105.079267201528
IL,Chicago,0096 - Level II Noninvasive Physiologic Studies,78,8895.52581394,114.04520274282
IL,Chicago,0203 - Level IV Nerve Injections,16,18994.2526905,1187.14079315625
IL,Chicago,0204 - Level I Nerve Injections,59,10979.4176224,186.091824108475
IL,Chicago,0206 - Level II Nerve Injections,34,10106.2390477,297.242324932353
IL,Chicago,0207 - Level III Nerve Injections,83,46390.9576252,558.927200303615
IL,Chicago,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",34,26555.9807181,781.058256414706
IL,Chicago,0231 - Level III Eye Tests & Treatments,3,544.1170375,181.372345833333
IL,Chicago,0265 - Level I Diagnostic and Screening Ultrasound,93,6558.63580128,70.5229656051613
IL,Chicago,0267 - Level III Diagnostic and Screening Ultrasound,99,16325.6828082,164.905886951515
IL,Chicago,0269 - Level II Echocardiogram Without Contrast,97,39578.2162318,408.022847750516
IL,Chicago,0270 - Level III Echocardiogram Without Contrast,27,15526.4019435,575.051923833334
IL,Chicago,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,82,28433.2791348,346.747306521951
IL,Chicago,0368 - Level II Pulmonary Tests,65,4523.58042472,69.5935449956923
IL,Chicago,0369 - Level III Pulmonary Tests,17,3505.1349132,206.184406658823
IL,Chicago,0377 - Level II Cardiac Imaging,92,75680.201344,822.610884173913
IL,Chicago,0604 - Level 1 Hospital Clinic Visits,58,3214.52722857,55.4228832512069
IL,Chicago,0605 - Level 2 Hospital Clinic Visits,65,4867.41594111,74.8833221709231
IL,Chicago,0606 - Level 3 Hospital Clinic Visits,57,5632.60204143,98.8175796742105
IL,Chicago,0607 - Level 4 Hospital Clinic Visits,45,5917.177062,131.4928236
IL,Chicago,0608 - Level 5 Hospital Clinic Visits,17,3004.1210965,176.713005676471
IL,Chicago,0631 - Level 1 Examinations & Related Services,2,150.57276139,75.286380695
IL,Chicago,0632 - Level 2 Examinations & Related Services,3,288.93670481,96.3122349366667
IL,Chicago,0634 - Hospital Clinic Visits,22,2028.32080189,92.1964000859091
IL,Chicago,0690 - Level I Electronic Analysis of Devices,43,1521.76071829,35.3897841462791
IL,Chicago,0692 - Level II Electronic Analysis of Devices,26,2929.6978868,112.680687953846
IL,Chicago,0698 - Level II Eye Tests & Treatments,21,1549.98854234,73.8089782066667
IL,Chicago,0699 - Level IV Eye Tests & Treatments,1,1195.16,1195.16
IL,Davenport,0012 - Level I Debridement & Destruction,1,44.66625,44.66625
IL,Davenport,0013 - Level II Debridement & Destruction,6,353.70384799,58.9506413316667
IL,Davenport,0015 - Level III Debridement & Destruction,6,632.99087159,105.498478598333
IL,Davenport,0019 - Level I Excision/ Biopsy,3,908.4836111,302.827870366667
IL,Davenport,0020 - Level II Excision/ Biopsy,5,2789.040721,557.8081442
IL,Davenport,0074 - Level IV Endoscopy Upper Airway,1,1708.284,1708.284
IL,Davenport,0078 - Level III Pulmonary Treatment,8,805.6914993,100.7114374125
IL,Davenport,0096 - Level II Noninvasive Physiologic Studies,8,842.73233172,105.341541465
IL,Davenport,0204 - Level I Nerve Injections,7,1221.9265291,174.560932728571
IL,Davenport,0206 - Level II Nerve Injections,4,977.3875551,244.346888775
IL,Davenport,0207 - Level III Nerve Injections,4,2105.4660766,526.36651915
IL,Davenport,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",6,4342.6141204,723.769020066667
IL,Davenport,0265 - Level I Diagnostic and Screening Ultrasound,8,517.97177457,64.74647182125
IL,Davenport,0267 - Level III Diagnostic and Screening Ultrasound,8,1210.5597143,151.3199642875
IL,Davenport,0269 - Level II Echocardiogram Without Contrast,8,2978.8109552,372.3513694
IL,Davenport,0270 - Level III Echocardiogram Without Contrast,4,2145.660678,536.4151695
IL,Davenport,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,8,2920.1210087,365.0151260875
IL,Davenport,0368 - Level II Pulmonary Tests,7,424.09472701,60.5849610014286
IL,Davenport,0369 - Level III Pulmonary Tests,3,526.662855,175.554285
IL,Davenport,0377 - Level II Cardiac Imaging,8,6005.3248755,750.6656094375
IL,Davenport,0604 - Level 1 Hospital Clinic Visits,6,303.74169722,50.6236162033333
IL,Davenport,0605 - Level 2 Hospital Clinic Visits,6,410.65094066,68.4418234433333
IL,Davenport,0606 - Level 3 Hospital Clinic Visits,6,541.74136071,90.290226785
IL,Davenport,0607 - Level 4 Hospital Clinic Visits,6,716.1930173,119.365502883333
IL,Davenport,0634 - Hospital Clinic Visits,2,173.42962508,86.71481254
IL,Davenport,0690 - Level I Electronic Analysis of Devices,1,32.16,32.16
IL,Davenport,0692 - Level II Electronic Analysis of Devices,1,101.73,101.73
IL,Elgin,0013 - Level II Debridement & Destruction,13,908.40909399,69.8776226146154
IL,Elgin,0015 - Level III Debridement & Destruction,8,929.5501608,116.1937701
IL,Elgin,0020 - Level II Excision/ Biopsy,6,3631.3163565,605.21939275
IL,Elgin,0078 - Level III Pulmonary Treatment,16,1647.76996866,102.98562304125
IL,Elgin,0096 - Level II Noninvasive Physiologic Studies,16,1808.40072848,113.02504553
IL,Elgin,0203 - Level IV Nerve Injections,1,1502.464167,1502.464167
IL,Elgin,0204 - Level I Nerve Injections,19,3530.8533191,185.834385215789
IL,Elgin,0206 - Level II Nerve Injections,8,2301.9008934,287.737611675
IL,Elgin,0207 - Level III Nerve Injections,18,9749.318127,541.628784833333
IL,Elgin,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",11,8822.799263,802.072660272727
IL,Elgin,0265 - Level I Diagnostic and Screening Ultrasound,20,1413.41585752,70.670792876
IL,Elgin,0267 - Level III Diagnostic and Screening Ultrasound,20,3290.2933906,164.51466953
IL,Elgin,0269 - Level II Echocardiogram Without Contrast,20,8136.3772718,406.81886359
IL,Elgin,0270 - Level III Echocardiogram Without Contrast,12,6962.1000184,580.175001533333
IL,Elgin,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,18,6260.1342855,347.785238083333
IL,Elgin,0368 - Level II Pulmonary Tests,17,1134.33462819,66.7255663641176
IL,Elgin,0369 - Level III Pulmonary Tests,2,477.436,238.718
IL,Elgin,0377 - Level II Cardiac Imaging,20,16416.315623,820.81578115
IL,Elgin,0604 - Level 1 Hospital Clinic Visits,15,827.29035878,55.1526905853333
IL,Elgin,0605 - Level 2 Hospital Clinic Visits,15,1123.6072756,74.9071517066667
IL,Elgin,0606 - Level 3 Hospital Clinic Visits,15,1482.34458392,98.8229722613334
IL,Elgin,0607 - Level 4 Hospital Clinic Visits,11,1441.7070511,131.064277372727
IL,Elgin,0608 - Level 5 Hospital Clinic Visits,5,880.3854738,176.07709476
IL,Elgin,0634 - Hospital Clinic Visits,5,462.48059895,92.49611979
IL,Elgin,0690 - Level I Electronic Analysis of Devices,11,391.09462238,35.55405658
IL,Evanston,0012 - Level I Debridement & Destruction,4,89.18721981,22.2968049525
IL,Evanston,0013 - Level II Debridement & Destruction,20,1299.20738346,64.960369173
IL,Evanston,0015 - Level III Debridement & Destruction,20,2263.15491356,113.157745678
IL,Evanston,0019 - Level I Excision/ Biopsy,10,3291.3224909,329.13224909
IL,Evanston,0020 - Level II Excision/ Biopsy,14,8309.158641,593.5113315
IL,Evanston,0073 - Level III Endoscopy Upper Airway,2,1423.4560153,711.72800765
IL,Evanston,0074 - Level IV Endoscopy Upper Airway,8,12252.603453,1531.575431625
IL,Evanston,0078 - Level III Pulmonary Treatment,22,2363.39342101,107.426973682273
IL,Evanston,0096 - Level II Noninvasive Physiologic Studies,23,2610.0652264,113.4810968
IL,Evanston,0203 - Level IV Nerve Injections,3,4276.500119,1425.50003966667
IL,Evanston,0204 - Level I Nerve Injections,22,4040.8490844,183.674958381818
IL,Evanston,0206 - Level II Nerve Injections,18,5093.7025779,282.98347655
IL,Evanston,0207 - Level III Nerve Injections,23,12865.102013,559.352261434783
IL,Evanston,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",13,10039.9751468,772.305780523077
IL,Evanston,0231 - Level III Eye Tests & Treatments,1,181.724375,181.724375
IL,Evanston,0265 - Level I Diagnostic and Screening Ultrasound,23,1611.68005618,70.0730459208696
IL,Evanston,0267 - Level III Diagnostic and Screening Ultrasound,23,3769.2481968,163.880356382609
IL,Evanston,0269 - Level II Echocardiogram Without Contrast,23,9366.4236389,407.235810386957
IL,Evanston,0270 - Level III Echocardiogram Without Contrast,20,11661.1683107,583.058415535
IL,Evanston,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,23,7933.9251965,344.953269413044
IL,Evanston,0368 - Level II Pulmonary Tests,19,1273.26134522,67.0137550115789
IL,Evanston,0369 - Level III Pulmonary Tests,7,1531.9995906,218.857084371429
IL,Evanston,0377 - Level II Cardiac Imaging,23,18608.7226959,809.074899821739
IL,Evanston,0604 - Level 1 Hospital Clinic Visits,18,994.63911481,55.2577286005556
IL,Evanston,0605 - Level 2 Hospital Clinic Visits,18,1349.79423667,74.9885687038889
IL,Evanston,0606 - Level 3 Hospital Clinic Visits,18,1783.75201505,99.0973341694444
IL,Evanston,0607 - Level 4 Hospital Clinic Visits,18,2363.3005657,131.294475872222
IL,Evanston,0608 - Level 5 Hospital Clinic Visits,9,1580.489931,175.609992333333
IL,Evanston,0631 - Level 1 Examinations & Related Services,1,75.59883899,75.59883899
IL,Evanston,0632 - Level 2 Examinations & Related Services,1,96.48012146,96.48012146
IL,Evanston,0634 - Hospital Clinic Visits,5,463.32045478,92.664090956
IL,Evanston,0690 - Level I Electronic Analysis of Devices,16,568.08686738,35.50542921125
IL,Evanston,0692 - Level II Electronic Analysis of Devices,4,452.6397867,113.159946675
IL,Evanston,0698 - Level II Eye Tests & Treatments,4,296.19644814,74.049112035
IL,Evansville,0015 - Level III Debridement & Destruction,1,99.44,99.44
IL,Evansville,0019 - Level I Excision/ Biopsy,5,1541.3958173,308.27916346
IL,Evansville,0020 - Level II Excision/ Biopsy,4,2267.3040067,566.826001675
IL,Evansville,0078 - Level III Pulmonary Treatment,7,681.10581297,97.3008304242857
IL,Evansville,0096 - Level II Noninvasive Physiologic Studies,4,435.0053247,108.751331175
IL,Evansville,0204 - Level I Nerve Injections,2,324.191,162.0955
IL,Evansville,0207 - Level III Nerve Injections,4,2043.0155409,510.753885225
IL,Evansville,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",6,4428.3096528,738.0516088
IL,Evansville,0265 - Level I Diagnostic and Screening Ultrasound,8,517.60174624,64.70021828
IL,Evansville,0267 - Level III Diagnostic and Screening Ultrasound,8,1205.340566,150.66757075
IL,Evansville,0269 - Level II Echocardiogram Without Contrast,8,2960.6535093,370.0816886625
IL,Evansville,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1176.4559396,294.1139849
IL,Evansville,0368 - Level II Pulmonary Tests,7,426.27208702,60.8960124314286
IL,Evansville,0377 - Level II Cardiac Imaging,8,5983.4341362,747.929267025
IL,Evansville,0604 - Level 1 Hospital Clinic Visits,3,150.74135185,50.2471172833333
IL,Evansville,0605 - Level 2 Hospital Clinic Visits,4,278.09203093,69.5230077325
IL,Evansville,0607 - Level 4 Hospital Clinic Visits,2,250,125
IL,Evansville,0634 - Hospital Clinic Visits,1,88.06,88.06
IL,Evansville,0690 - Level I Electronic Analysis of Devices,1,33.39846154,33.39846154
IL,Hinsdale,0012 - Level I Debridement & Destruction,1,39.13071429,39.13071429
IL,Hinsdale,0013 - Level II Debridement & Destruction,11,709.0451063,64.4586460272727
IL,Hinsdale,0015 - Level III Debridement & Destruction,12,1300.63524645,108.3862705375
IL,Hinsdale,0019 - Level I Excision/ Biopsy,4,1410.7866667,352.696666675
IL,Hinsdale,0020 - Level II Excision/ Biopsy,7,4206.4983056,600.928329371429
IL,Hinsdale,0074 - Level IV Endoscopy Upper Airway,1,1485.1,1485.1
IL,Hinsdale,0078 - Level III Pulmonary Treatment,13,1344.79947328,103.446113329231
IL,Hinsdale,0096 - Level II Noninvasive Physiologic Studies,12,1334.49498987,111.2079158225
IL,Hinsdale,0203 - Level IV Nerve Injections,3,4112.552997,1370.850999
IL,Hinsdale,0204 - Level I Nerve Injections,16,2845.6582797,177.85364248125
IL,Hinsdale,0206 - Level II Nerve Injections,5,1470.0224828,294.00449656
